gene	description	fisher_pvalue	mean_t	mean_lfc
DSG4	desmoglein 4 [Source:HGNC Symbol;Acc:HGNC:21307]	0.316054646794887	-1.44048142851373	-0.137256926718077
MCM2	minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]	0.316054646794887	0.209353467875395	0.0123213982408988
STX4	syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439]	0.316054646794887	0.0799644013981465	0.0165765343278908
TPK1	thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]	0.316054646794887	0.128033654415492	0.0501690302557199
KRTAP3-1	keratin associated protein 3-1 [Source:HGNC Symbol;Acc:HGNC:16778]	0.316054646794887	-1.61858535893851	-0.172717113491972
VPS13C-DT	VPS13C divergent transcript [Source:HGNC Symbol;Acc:HGNC:55425]	0.316054646794887	-1.50615637802636	-0.104303613060897
WFDC10B	WAP four-disulfide core domain 10B [Source:HGNC Symbol;Acc:HGNC:20479]	0.316054646794887	-1.55855787365972	-0.12870970073954
CATSPER1	cation channel sperm associated 1 [Source:HGNC Symbol;Acc:HGNC:17116]	0.316054646794887	0.703271719984319	0.226251756962133
FOSL2	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	0.316054646794887	-0.690159057006845	-0.15920727373124
GPR143	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145]	0.316054646794887	-1.44437119595225	-0.169453060244206
TCF25	transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]	0.316054646794887	0.565514786677748	0.0552245035983896
DCTPP1	dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]	0.316054646794887	-1.40841447765305	-0.187719018578559
PTGR2	prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149]	0.316054646794887	0.591054968476923	0.0703992610268228
SLC16A1-AS1	SLC16A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49445]	0.316054646794887	-0.103581673575432	-0.0196012712106165
CHMP2A	charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]	0.316183802371572	0.736430916389168	0.212578979684035
GNAT3	G protein subunit alpha transducin 3 [Source:HGNC Symbol;Acc:HGNC:22800]	0.316403925416135	-1.40864617469854	-0.130573614988572
GALNT9	polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]	0.316403925416135	-1.2242739284804	-0.609539116833524
NGEF	neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]	0.316403925416135	-0.707210044375596	-0.0177039659019893
RGS10	regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]	0.316403925416135	1.14718349755941	0.18802985172579
SUMO1P3	SUMO1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:33150]	0.316403925416135	-0.986777964070538	-0.050452259124852
TIMM8A	translocase of inner mitochondrial membrane 8A [Source:HGNC Symbol;Acc:HGNC:11817]	0.316403925416135	-0.933365042975137	-0.171217484885577
DNMBP	dynamin binding protein [Source:HGNC Symbol;Acc:HGNC:30373]	0.316403925416135	-0.490552253370094	-0.0572861357664224
OAZ1	ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:HGNC:8095]	0.316403925416135	0.341619164267872	0.100163407405951
RYR2	ryanodine receptor 2 [Source:HGNC Symbol;Acc:HGNC:10484]	0.316468559890336	-0.660309291355998	-0.0711958740242795
CYP4F12	cytochrome P450 family 4 subfamily F member 12 [Source:HGNC Symbol;Acc:HGNC:18857]	0.316468559890336	-0.324590047059919	-0.0944364678728363
LINC00486	long intergenic non-protein coding RNA 486 [Source:HGNC Symbol;Acc:HGNC:42946]	0.316468559890336	-0.907315817247454	-0.00511344407082748
TMEM35A	transmembrane protein 35A [Source:HGNC Symbol;Acc:HGNC:25864]	0.316468559890336	-0.150969545272547	-0.207303587230842
TSSC4	tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]	0.316468559890336	-0.412333561915198	-0.0479554140881455
RB1	RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]	0.316468559890336	0.614969233339597	0.0911294041151236
CMTM5	CKLF like MARVEL transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19176]	0.316551567960705	-0.214833412704676	-0.00150904711060811
COPS2	COP9 signalosome subunit 2 [Source:HGNC Symbol;Acc:HGNC:30747]	0.316551567960705	0.359513183489027	0.0401114914393805
LMBRD1	LMBR1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23038]	0.316551567960705	-0.45672603799451	-0.0562806177370311
PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9466]	0.316726904339947	0.656555681712068	0.120384564914404
MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]	0.316726904339947	0.0490676358966666	-0.0473033529407221
SPSB1	splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]	0.317045330378468	-0.24929318535035	-0.0731480555225197
LOC101929268	NA	0.317045330378468	-1.421462722801	-0.127945369006645
SKA3	spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262]	0.317045330378468	0.333189743810944	-0.0757213813676063
RAB9B	RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14090]	0.317045330378468	1.11175959268637	0.233596638134337
SPRY4-IT1	NA	0.317045330378468	-0.898862165168758	-0.114354012589961
TRIM58	tripartite motif containing 58 [Source:HGNC Symbol;Acc:HGNC:24150]	0.317045330378468	-0.710169082210156	0.0782096981303497
CFAP70	cilia and flagella associated protein 70 [Source:HGNC Symbol;Acc:HGNC:30726]	0.317317064300113	0.746210837997483	0.155920147948316
PABPC3	poly(A) binding protein cytoplasmic 3 [Source:HGNC Symbol;Acc:HGNC:8556]	0.317317064300113	0.965998856002876	0.247739222988274
SERPINA5	serpin family A member 5 [Source:HGNC Symbol;Acc:HGNC:8723]	0.317317064300113	-0.691876306701708	-0.322299413099734
CA5BP1	carbonic anhydrase 5B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29544]	0.317317064300113	-0.259362929637557	-0.0671382652600689
ZFP1	ZFP1 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23328]	0.317317064300113	-0.229260431459022	-0.0193265883709376
ZNF501	zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]	0.317317064300113	0.841458376589236	0.0870015935736064
IGFBP7	insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]	0.317317064300113	1.16330021435143	0.189796033019603
GNB1L	G protein subunit beta 1 like [Source:HGNC Symbol;Acc:HGNC:4397]	0.317323094065185	-0.783605873403503	-0.304285264511231
PDLIM4	PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]	0.317323094065185	-0.68420594142751	-0.1607369021085
FUBP3	far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]	0.317323094065185	0.771228161130851	0.0556999947059287
SMIM10	small integral membrane protein 10 [Source:HGNC Symbol;Acc:HGNC:41913]	0.317323094065185	-0.134747117942267	-0.055764245567287
AP2A2	adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]	0.31751711515245	-0.159886064099444	0.0429667311688762
LINC02798	long intergenic non-protein coding RNA 2798 [Source:HGNC Symbol;Acc:HGNC:54323]	0.317601519062712	-1.23586747340956	-0.628191766521746
MRPL20-AS1	MRPL20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27125]	0.318067067725739	-0.651517727180418	-0.0927329798476163
ARLNC1	androgen receptor regulated long noncoding RNA 1 [Source:HGNC Symbol;Acc:HGNC:53032]	0.318067067725739	0.572967494386837	0.086718979164941
ENDOU	endonuclease, poly(U) specific [Source:HGNC Symbol;Acc:HGNC:14369]	0.318067067725739	-1.06706293118389	-0.486673625570918
G2E3	G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]	0.318067067725739	0.605563395143822	0.0518167209377476
JAGN1	jagunal homolog 1 [Source:HGNC Symbol;Acc:HGNC:26926]	0.318067067725739	-0.516821070323435	-0.0894164152013112
LOC100996385	NA	0.318067067725739	-1.46144683681849	-0.262238934317016
PEF1	penta-EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30009]	0.318067067725739	0.761444712275785	0.183576076313899
TPTEP1	TPTE pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43648]	0.318067067725739	-0.809441540826643	-0.0246584916058544
ADGRA3	adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]	0.318067067725739	-0.814021831068863	-0.0654182191865222
FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	0.318067067725739	0.60942719583409	0.126695099735466
OSGEP	O-sialoglycoprotein endopeptidase [Source:HGNC Symbol;Acc:HGNC:18028]	0.318067067725739	0.915903943373675	0.121580031400475
HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195]	0.318067067725739	-0.81748518633916	-0.426788597867719
SHISAL1	shisa like 1 [Source:HGNC Symbol;Acc:HGNC:29335]	0.318080567831254	-0.931650137422237	-0.322653262767179
CCM2L	CCM2 like scaffold protein [Source:HGNC Symbol;Acc:HGNC:16153]	0.318088328005672	0.408037576890452	0.391280303792998
PRR3	proline rich 3 [Source:HGNC Symbol;Acc:HGNC:21149]	0.318135780254089	0.632082161199413	0.154188735135328
SELENON	selenoprotein N [Source:HGNC Symbol;Acc:HGNC:15999]	0.318135780254089	-0.186338983708647	-0.0304976404673209
GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24945]	0.318135780254089	0.120016184529411	0.404245510313766
PDLIM7	PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]	0.318442760448785	0.236621617994346	0.0931764612241219
CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26467]	0.319019112860844	-0.448653242271034	-0.0418885009116781
THBS4	thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]	0.319030362666986	1.13200552674606	0.579174566801163
COMT	catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]	0.319276658172816	0.358336930354973	0.0462781579524006
DIPK1C	divergent protein kinase domain 1C [Source:HGNC Symbol;Acc:HGNC:31729]	0.319626873143466	0.771828026899807	0.350439008782259
OR2L1P	olfactory receptor family 2 subfamily L member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8265]	0.319626873143466	-1.06715014946332	-0.0765083404258093
COMMD5	COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902]	0.319626873143466	0.504371818278073	0.0229575429383308
TMEM107	transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128]	0.319626873143466	1.11986827507733	0.11938032464585
VAX2	ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:HGNC:12661]	0.319626873143466	0.258736836773324	0.105414972672631
PARP1	poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]	0.319718001094341	0.265241004821628	0.00552946402497533
NAA20	N-alpha-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]	0.320648305087809	1.16963286529381	0.152289865038822
B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:21727]	0.320648305087809	0.184513972870454	0.0861091779857061
DYNLRB1	dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468]	0.320648305087809	-0.691144422913305	-0.1038847032723
STARD7-AS1	STARD7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40827]	0.320648305087809	-0.0656876286020125	-0.055553408111942
CTNNB1	catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]	0.320648305087809	0.730276685853998	0.143064450018005
ANO9	anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]	0.320648305087809	-0.105411958482842	-0.200296145096517
LYPD6	LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28751]	0.320648305087809	-1.11591046184135	-0.293729884233171
POLQ	DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]	0.320648305087809	-0.525854539939198	-0.119486085433438
VARS2	valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]	0.320648305087809	-0.222462978369477	0.0483744072290979
CEP83	centrosomal protein 83 [Source:HGNC Symbol;Acc:HGNC:17966]	0.320648305087809	0.85983557126288	0.123528119495002
ZNF395	zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]	0.320648305087809	-0.190758612796693	-0.1127686583022
BMP3	bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:HGNC:1070]	0.320648305087809	-0.58577641271038	0.0332745421113859
POLD4	DNA polymerase delta 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:14106]	0.320648305087809	0.353468704775273	0.0636279030443636
AMT	aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473]	0.320648305087809	0.497582065455545	-0.0336555588929913
ANXA2R-OT1	ANXA2R overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:48996]	0.320648305087809	-0.992856706579003	-0.153189686667184
CEP192	centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]	0.320648305087809	0.578919635914548	0.0425723762962407
IFITM3	interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]	0.320648305087809	-0.325280733582339	-0.0954029616144462
KDM3B	lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337]	0.320648305087809	0.572694010673453	0.0364420375649508
NADK2	NAD kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26404]	0.320648305087809	0.491879379871717	0.0490257050562984
CRPPA	CDP-L-ribitol pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:37276]	0.320648305087809	-0.119655208061104	0.151964389281095
HSPA2-AS1	HSPA2 and ZBTB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55433]	0.320648305087809	-0.439241788734132	-0.0268455947506032
MYSM1	Myb like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]	0.320648305087809	-0.181245045993253	-0.0354820094641793
ASRGL1	asparaginase and isoaspartyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:16448]	0.320648305087809	-0.71796980376465	-0.100558633267318
AGBL1	AGBL carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:26504]	0.320648305087809	-1.20228805944387	-0.140540985704677
CFAP221	cilia and flagella associated protein 221 [Source:HGNC Symbol;Acc:HGNC:33720]	0.320648305087809	-0.98693019105304	-0.108975108888959
LINC00907	long intergenic non-protein coding RNA 907 [Source:HGNC Symbol;Acc:HGNC:44327]	0.320648305087809	-1.39684202391747	-0.549011752835214
LINC01255	long intergenic non-protein coding RNA 1255 [Source:HGNC Symbol;Acc:HGNC:49871]	0.320648305087809	-0.654873725401922	-0.0867728498403356
STEAP1	STEAP family member 1 [Source:HGNC Symbol;Acc:HGNC:11378]	0.320648305087809	-0.418096365755293	-0.153957298084786
KLK8	kallikrein related peptidase 8 [Source:HGNC Symbol;Acc:HGNC:6369]	0.320648305087809	-1.40595281785005	-0.136983886824843
SOX7	SRY-box transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18196]	0.320648305087809	0.3427369505287	0.105589713437945
ZFTA	zinc finger translocation associated [Source:HGNC Symbol;Acc:HGNC:28449]	0.320648305087809	-0.915699327930061	-0.0952679228662957
STYX	serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447]	0.320648305087809	0.763130966639602	0.108191339462345
CABIN1	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]	0.320648305087809	-0.609361435864235	-0.0691713332986396
DHX37	DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210]	0.320648305087809	-0.471756204777822	-0.0922562146707124
PHC1	polyhomeotic homolog 1 [Source:HGNC Symbol;Acc:HGNC:3182]	0.320648305087809	0.596048612613824	0.0449983078927187
CCDC62	coiled-coil domain containing 62 [Source:HGNC Symbol;Acc:HGNC:30723]	0.320648305087809	-0.357724766179242	0.0221069170755548
GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	0.321298032404004	0.102721392991024	0.0229596314477319
MSANTD2	Myb/SANT DNA binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26266]	0.321298032404004	0.132935566736062	-0.0130549499501924
MTND4P12	MT-ND4 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42199]	0.321547989258513	0.60263772558137	0.274015953324544
TUB	TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]	0.321547989258513	0.00153462189611865	0.0350553902425737
SPIN2A	spindlin family member 2A [Source:HGNC Symbol;Acc:HGNC:20694]	0.321697207285098	-0.47220291433938	-0.0853046002649045
LINC02466	long intergenic non-protein coding RNA 2466 [Source:HGNC Symbol;Acc:HGNC:53405]	0.321876554601066	-0.783717097902233	-0.185924139455905
MCCC1	methylcrotonyl-CoA carboxylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:6936]	0.322290961882753	0.608182257958474	0.215292339484529
POLR3F	RNA polymerase III subunit F [Source:HGNC Symbol;Acc:HGNC:15763]	0.322290961882753	0.784931922356022	0.0666180790353546
ZFYVE16	zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]	0.322290961882753	1.1678745347268	0.140929543338107
BOP1	BOP1 ribosomal biogenesis factor [Source:HGNC Symbol;Acc:HGNC:15519]	0.322290961882753	0.423279111896895	0.00932524269527857
ADM	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	0.322290961882753	0.649161614678379	0.0401398583366943
JAK2	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	0.322290961882753	0.954591605918777	0.228051756815271
MYBL1	MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]	0.322290961882753	0.848435082488946	0.1701079250125
CRYZ	crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]	0.322290961882753	1.20541213200276	0.21682215795703
BCLAF1	BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]	0.322290961882753	0.763840934101443	0.109326376710635
COL8A1	collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]	0.322290961882753	1.03114360285007	0.237990948662039
COMMD6	COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]	0.322290961882753	0.977629265209639	0.149072789560216
SEPTIN7P13	septin 7 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:55092]	0.322290961882753	-0.971009406613981	-0.127950550851046
SYNE4	spectrin repeat containing nuclear envelope family member 4 [Source:HGNC Symbol;Acc:HGNC:26703]	0.322290961882753	-0.896372005179953	-0.325493754515109
ZNF148	zinc finger protein 148 [Source:HGNC Symbol;Acc:HGNC:12933]	0.322290961882753	0.969199652598174	0.100525194608811
APOBEC2	apolipoprotein B mRNA editing enzyme catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:605]	0.322353891275077	0.494537828994611	0.0555945342453269
CEP170B	centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]	0.322353891275077	-0.41807582053667	-0.0443514653691398
PLEKHF2	pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]	0.322544391710202	0.537669420187758	0.114850163925456
CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:26759]	0.322544391710202	0.586201253845451	0.147411083890773
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 [Source:HGNC Symbol;Acc:HGNC:23463]	0.322544391710202	0.221039426743343	-0.0625723922267091
CAPN7	calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]	0.322544391710202	0.755939753395263	0.156958265198779
LMO7	LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]	0.322544391710202	0.857809619789017	0.159017292641624
SLC9B2	solute carrier family 9 member B2 [Source:HGNC Symbol;Acc:HGNC:25143]	0.322544391710202	0.765628796844915	0.10772696431171
NRBP1	nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]	0.322560905040684	0.94291737951764	0.145562955179662
LOC100996549	NA	0.322560905040684	-1.36686210747826	-0.148362756210775
CDKN2AIP	CDKN2A interacting protein [Source:HGNC Symbol;Acc:HGNC:24325]	0.322680895782793	0.353460783967455	0.051632169692072
RPL13	ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:10303]	0.322680895782793	0.309241219752239	0.00569155441757842
SLC27A3	solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]	0.322680895782793	0.663000894249132	0.128350369114421
CEP85L	centrosomal protein 85 like [Source:HGNC Symbol;Acc:HGNC:21638]	0.322840063785549	-0.444503336327481	-0.0690276442670886
STC1	stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]	0.322840063785549	0.0737647825206503	0.0706209421658481
ZNF563	zinc finger protein 563 [Source:HGNC Symbol;Acc:HGNC:30498]	0.322840063785549	-1.18884965532447	-0.131975949275039
DERL3	derlin 3 [Source:HGNC Symbol;Acc:HGNC:14236]	0.322846236948172	-0.231725723833973	-0.0984524355008621
FBXO2	F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]	0.322846236948172	-1.38432704802075	-0.418747962394007
BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]	0.323194843687999	0.619787394427708	0.0332451023498421
OR51B4	olfactory receptor family 51 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:14708]	0.323265208142164	-1.60154249579851	-0.230132604219113
GPRASP2	G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169]	0.323405111695565	0.739329487611204	0.0359558560788743
NT5C1B	5'-nucleotidase, cytosolic IB [Source:HGNC Symbol;Acc:HGNC:17818]	0.323405111695565	-0.758133851496174	-0.0343629667687394
OMA1	OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]	0.323405111695565	0.380650387357544	0.014719222469994
PITPNM1	phosphatidylinositol transfer protein membrane associated 1 [Source:HGNC Symbol;Acc:HGNC:9003]	0.323405111695565	0.750877582160056	0.0949329142291991
B4GAT1	beta-1,4-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15685]	0.323765702743552	0.00603978482961419	0.0397440698116293
FAM78A	family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]	0.323765702743552	-0.123985025867311	-0.00938403902697503
NANOG	Nanog homeobox [Source:HGNC Symbol;Acc:HGNC:20857]	0.323765702743552	-1.42782709103151	-0.166627647864812
NHS	NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]	0.323788555594675	0.179255574064206	0.0441388067124868
IFI44	interferon induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]	0.323935280806051	0.71789179250397	0.149343280672407
LINC01943	long intergenic non-protein coding RNA 1943 [Source:HGNC Symbol;Acc:HGNC:52767]	0.324181279538592	0.00808600561183547	-0.147950934729832
KLHL18	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]	0.324611383848411	-0.585040582441301	-0.0787348332683844
MAPK13	mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]	0.325159755440404	-1.30519798021989	-0.267751680818138
TARS2	threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]	0.325159755440404	1.16788153187308	0.118029468293649
DCDC1	doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]	0.325159755440404	-0.908097248867011	-0.343385498191633
INSYN2A	inhibitory synaptic factor 2A [Source:HGNC Symbol;Acc:HGNC:33859]	0.325159755440404	-0.293738179408968	-0.0442088807305756
CLUL1	clusterin like 1 [Source:HGNC Symbol;Acc:HGNC:2096]	0.325161989886824	-1.50516662697348	-0.214354750855777
FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]	0.325161989886824	-1.00745369123284	-0.0648769035844774
GINS4	GINS complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28226]	0.325161989886824	-0.32701414957569	-0.275534455897156
CCDC8	coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]	0.325656020471802	1.09016469658423	0.177695532634267
MRPL3P1	mitochondrial ribosomal protein L3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29701]	0.325656020471802	-0.99187588545053	-0.0590982176551323
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	0.325656020471802	0.43353267676751	0.140442875300676
TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]	0.325656020471802	-1.00552260206202	-0.163322018785517
ZNF615	zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740]	0.325656020471802	-0.03528750492594	-0.0221468556041607
KDM7A-DT	KDM7A divergent transcript [Source:HGNC Symbol;Acc:HGNC:48959]	0.325876164350118	-0.546482171088619	-0.140054691720993
NXT2	nuclear transport factor 2 like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]	0.325876164350118	0.447369460217074	0.0630618035445649
PES1	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]	0.325876164350118	0.0606298427808735	-0.0167578056293851
SYNC	syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]	0.325876164350118	-0.561936889071247	-0.0970567669412054
MOB3A	MOB kinase activator 3A [Source:HGNC Symbol;Acc:HGNC:29802]	0.326423752346203	-0.0730711540870898	0.00972490506455022
LATS2	large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]	0.326453905357398	-0.338018354217296	0.00486422754329542
ANKLE1	ankyrin repeat and LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26812]	0.326889202039582	-0.134631974912654	-0.0520981248201596
ARAF	A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]	0.326889202039582	0.0485248752775354	-0.026940805619459
CD53	CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]	0.326889202039582	0.062713700797808	-0.0551354800965451
SLC1A2	solute carrier family 1 member 2 [Source:HGNC Symbol;Acc:HGNC:10940]	0.327379513856695	0.323410457376815	0.223690689163569
MRPS16	mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048]	0.327619411783439	0.519367210299899	0.0762727791761278
BCAN	brevican [Source:HGNC Symbol;Acc:HGNC:23059]	0.327619411783439	0.249272925820924	0.05278976488344
TOP2A	DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]	0.327619411783439	0.311359136195386	0.203580150294169
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]	0.327619411783439	0.936797029805043	0.195940974129613
MMP19	matrix metallopeptidase 19 [Source:HGNC Symbol;Acc:HGNC:7165]	0.327619411783439	-0.720150247771495	-0.304934430358782
