File Name ()*			G01.xls	G02.xls	G03.xls	G04.xls	G05.xls	G06.XLS	G07.XLS	G09.XLS	G10.XLS	G11.XLS	G12.XLS	G13.XLS	G14.XLS	G15.XLS	G16.XLS	G17.XLS	G18.XLS
1739_at	PSM	M99487	0,007220216	0	0,011684518	0,1171875	0,051219508	0	0,013961605	0,06336634	0,00397351	0,087067865	0,019736843	0,03196347	0,003636364	0,04525547	0,11428572	0,058823526	0
173_at	CDH18	U59325	0	0,061818182	0,019474197	0,119140625	0	0	0,052356016	0	0,026490066	0	0,087171055	0,09893455	0,24727273	0	0	0	0
1740_g_at	PSM	M99487	0,113718405	0,06	0,015579358	0	0,15365854	0,15336135	0	0	0,038410597	0,15620999	0	0,015220701	0,043636363	0,097810216	0	0	0,05555556
1741_s_at	insulin-like growth factor binding protein-2, IGFBP-2	S37730	0	0	0	0,021484375	0	0	0	0	0	0,20230474	0	0	0	0	0	0	0
1742_at	c-erbB3	S61953	0,088447645	0,15272726	0,29795521	0,18359375	0,47560975	0,40756303	0,062827215	0,055445544	0,45960265	0,39692703	0,45230263	0,54185694	0,14545454	0,03941606	0	0	0,11111112
1743_s_at			0,07039711	0,047272723	0	0	0,11951219	0	0,16404885	0	0	0	0	0,00456621	0	0	0	0,058823526	0
1744_at			0,2436823	0	0	0,23828125	0	0	0	0	0	0	0,44243422	0,35920855	0	0	0	0	0
1745_at			0	0	0	0	0,053658538	0	0,15008725	0	0	0,025608195	0	0	0,07636363	0	0	0	0
1746_s_at			0	0	0	0	0	0	0	0	0	0	0	0	0,090909086	0	0	0,058823526	0
1747_at	DNASE2	AD000092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1748_s_at	KLF1	AD000092	0	0	0,3349562	0,16796875	0	0	0	0	0	0,58386683	0,018092107	0	0	0,37226278	0	0	0
1749_at	GCDH	AD000092	0,25812274	0,35636362	0,13437197	0,15625	0,5097561	0,5105042	0,23036647	0	0,06754967	0	0	0,053272452	0,6472727	0	0	0	0
174_s_at	ITSN2	U61167	0,7274368	1,14	2,0876338	1,0234375	1,0121951	0,197479	0,3560209	0,5445545	0,2754967	0,3277849	1,0032895	0,96347034	0,5381818	0,9080292	0	2,1764705	4,9444447
1750_at	FARSL	AD000092	0,30144402	0	0,44790652	0	0,30975607	0,11344539	0,08376963	0	0	1,0243278	0,36513162	0,5601218	0,91272724	0,03941606	0	0	0
1751_g_at		AD000092	1,3158844	0,5872727	0,5628043	0,14453125	0,40731707	0,05252101	0,024432806	0,35247523	0,40132448	0,54545456	1,1513158	1,5403348	0,52	1,1343066	0	0,17647058	0
1752_at	CALR	AD000092	0	0,13454545	0,09737098	0	0,20243903	0	0,3036649	0	0	0	0,2269737	0,16590564	0	0	0,02857143	0	0
1753_s_at	RAD23A	AD000092	0,021660648	0	0	0	0,01707317	0,09243698	0,11867364	0	0	0,03585147	0	0	0	0	0	0	0
1754_at	DAXX	AF006041	0,9783393	0,2763636	0,1791626	0,46679688	0,8195121	0,5840336	0,5375218	0,93663365	0,6344371	1,0166453	0,5559211	0,52663624	1,0036364	1,0350366	0,25714287	0,82352936	0,7222222
1755_i_at	"CYP3A4; HLP; CP33; CP34; NF-25; CYP3A3; P450C3; P450PCN1"	D00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1756_f_at	"CYP3A4; HLP; CP33; CP34; NF-25; CYP3A3; P450C3; P450PCN1"	D00003	0,016245486	0	0,1772152	0,1171875	0,0902439	0,008403362	0,101221636	0,17029704	0	0,09475032	0,098684214	0,14611873	0,123636365	0	0,14285715	0,11764705	0,05555556
1757_i_at	CYP3A7	D00408	0	0	0	0	0,012195122	0	0,048865613	0,08118811	0,006622517	0,030729836	0,011513158	0,02283105	0	0	0	0	0
1758_r_at	CYP3A7	D00408	0,005415162	0	0,013631938	0,103515625	0,11219511	0	0	0,06930693	0,026490066	0,06145967	0,03782895	0	0	0	0	0,058823526	0
1759_f_at	CYP3A7	D00408	0,10830324	0,050909087	0,025316456	0	0,004878049	0	0,06631762	0	0	0,05121639	0	0,15829529	0,07636363	0,08029197	0	0,058823526	0,16666669
175_s_at	PRKCL1	U33053	0,39891696	0,44545454	0,3933788	0,38476562	0,5097561	0,38445377	0,6247818	0,7089109	0,68344367	0,86299616	0,6052632	0,3972603	0,48363635	0,24817517	0,62857145	0,29411763	0,2777778
1760_s_at	LC-PTP	D11327	0	0,12727273	0,04479065	0,03125	0	0	0,05933682	0	0,1629139	0,14596671	0,054276317	0	0,101818174	0,09343066	0	0,058823526	0
1761_at	PRLTS	D37965	0	0,054545455	0,09152872	0,041015625	0,19756098	0,0987395	0	0	0,027814569	0,13828425	0	0,07153729	0	0	0	0	0,11111112
1762_at	PMS6	D38500	0	0,012727272	0,019474197	0,14453125	0	0	0,048865613	0,13465346	0	0,12804097	0,013157896	0	0,036363635	0	0,11428572	0	0
1763_at	PMS4	D38502	0,05776173	0,18545453	0,13047712	0,078125	0,37804878	0,090336144	0,006980802	0	0,034437086	0,16901408	0,19407895	0	0,20727271	0	0,05714286	0,29411763	0,33333337
1764_s_at	MAZi	D85131	0,16245486	0	0,046738073	0,009765625	0,007317073	0	0	0	0,07682119	0,09475032	0	0	0,17818181	0	0	0	0,11111112
1765_at	CASP10	U86214	0,31949458	0,22545452	0,2356378	0,31054688	0,33414632	0,077731095	0,101221636	0,16633663	0,23178808	0,24583869	0,33552632	0,21613395	0,16727272	0,23649636	0,31428573	0,17647058	0,11111112
1766_g_at	CASP10	U86214	0,07942238	0,08363636	0,1187926	0,099609375	0,004878049	0,16386555	0,010471203	0,029702969	0	0,3175416	0	0	0,07636363	0	0	0	0
1767_s_at	TGF-beta 3	X14885	0,6064981	0,6527273	0,48685494	0,6308594	0,99268293	0,89495796	0,31064567	0,120792076	0,7827814	1,3469911	0,3388158	0,5251142	0,7309091	0,43941605	0,51428574	0,9411764	0,61111116
1768_s_at	CSK	X59932	2,5180504	2,3454545	2,876339	2,0605469	2,3780487	3,487395	3,4066315	1,4653465	3,639735	4,709347	3,101974	2,0806696	2,8145454	1,8233577	3,2	1,5294117	1
1769_at	SAST	AD000092	0,10649819	0,41272727	0,3466407	0,17773438	0,2195122	0	0	0	0,006622517	0,2535211	0	0	0	0	0	0	0
176_at	PPP2R5C	U37352	0,90252703	0,8727273	1,4819864	0,80859375	1,3219512	1,4222689	0,7958114	0,80594057	0,46225166	1,1984636	0,46546054	0,92846274	0,9018181	1,3051095	0,42857146	1,0588235	1,0555556
1770_at	IFNA	J00207	0,014440432	0	0	0,013671875	0	0,0882353	0,07678883	0	0,07549669	0	0	0,05479452	0	0	0,02857143	0	0
1771_s_at	PDGFRB	J03278	0,6245487	0,7236363	0,31158715	0,27734375	0,33414632	0,42016807	0,4153577	0,7920792	0,91523176	0,90909094	0,84375	0,7442923	0,28363636	0,5328467	0,74285716	0,58823526	0,5
1772_s_at	FNTA	L00634	0,2436823	0,19090909	0,066212274	0,171875	0,19268292	0,15546219	0,101221636	0	0,005298013	0,12291934	0,060855266	0,00304414	0,15636364	0,03357664	0,05714286	0,058823526	0,05555556
1773_at	FNTB	L00635	0	0	0	0	0,051219508	0	0	0	0,1933775	0	0,13815789	0	0	0	0	0	0,05555556
1774_at	MAD	L06895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1775_at	POLA2	L24559	0,5090253	0,09454545	0,33885103	0,26367188	0,14634146	0,49159664	0,27225128	0,025742574	0,34834436	0,16133164	0,28453946	0,48858446	0,2981818	0,29635036	0,05714286	0,11764705	0,16666669
1776_at	RRAD	L24564	2,135379	6,7163634	5,9785786	2,8261719	5,5731707	9,294118	5,2006974	1,3386139	5,9523177	7,6568503	6,9473686	2,7503805	2,2872727	3,7868612	2,8857145	2,705882	2,8333335
1777_at	RIN1	L36463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1778_g_at	RIN1	L36463	0,09566787	0,5363636	0,015579358	0,005859375	0,048780486	0,090336144	0	0	0,81456953	0	0,61184216	0,4322679	0	0,28029197	0	0	0
1779_s_at	PIM1	M16750	0,42599276	0,59090906	0,80233693	0,33984375	0,6317073	0,5672269	0,12914485	0,18415841	0,5801324	0,609475	0,93750006	0,69101983	0,87636364	0,55474454	0	0,4705882	0,44444448
177_at	hPLD1	U38545	0,75270754	0,3309091	0,3933788	0,27148438	0,54878044	0,15756303	0,08376963	0,28712872	0,26490065	0,117797695	0,31085527	0,2891933	0,12	0,26715326	0	0,35294116	0,44444448
1780_at	FGR	M19722	0,93682307	0,81090903	1,0107108	0,9902344	0,81463414	0,93907565	1,1692843	1,330693	0,8807947	0,96798974	1,3009869	1,2298326	1,0145454	0,8846715	0,8	0,76470584	0,7777778
1781_at	ELK1	M25269	0,27978337	0,29272726	0,25900683	0,36914062	0,4804878	0,18277311	0,28970328	0,41386136	0,054304633	0,3175416	0	0,36073062	0,25454545	0,40875912	0,05714286	0,2352941	0,11111112
1782_s_at	Op18	M31303	0,76534295	0,29454547	0,4225901	0,28320312	0,81707317	0,2647059	0,48167536	0,6455445	0,97086096	0,7580026	0,4243421	0,3866058	0,75272727	0,8437956	0,37142858	0,4705882	0,61111116
1783_at	RIN2	M37190	0,037906133	0,03454545	0,04868549	0,03515625	0	0	0,090750426	0,055445544	0	0	0	0,036529683	0,11272726	0	0	0,058823526	0
1784_s_at	RBP1	S66427	0,06859205	0,02	0	0,15625	0	0,065126054	0,090750426	0,17425743	0,03311258	0,07682458	0,034539472	0	0	0,055474453	0,085714296	0	0
1785_at	RBP2	S66431	0,8610108	1,1072727	1,0360273	0,6425781	0,9512195	1,5945379	0,81675386	0,5782178	0,14701988	0,6555698	0,2894737	0,41400307	0,64	0,37518248	0,2857143	0,29411763	0,33333337
1786_at	c-mer	U08023	0,09386281	0,08363636	0,06426485	0,068359375	0,18536584	0,090336144	0	0	0,05165563	0,18181819	0,11513159	0,11111112	0,18545453	0,12846716	0,14285715	0,11764705	0
1787_at	KIP2	U22398	0,8844765	0,76	0,9036028	0,7480469	0,5951219	0,76050425	0,14310645	0,21584158	0,26887417	0,2637644	0,15789475	0,5159818	0,27272725	0,56788325	0,14285715	0,9411764	0,61111116
1788_s_at	MKP-2	U48807	0	0,07818182	0,054527752	0,123046875	0,18292682	0,32983193	0,14310645	0,037623763	0,10860927	0,23559539	0,23848686	0,13546424	0	0,19124088	0,05714286	0,35294116	0,11111112
1789_at	COPS5	U65928	1,2454873	1,2436364	1,4703019	1,1445312	1,3878049	1,0420169	0,45375213	0,37623763	0,1933775	0,99615884	0,4588816	0,2739726	1,330909	0,5357664	0,2	1,7647058	2
178_f_at	hPMSR2	U38964	0,1498195	0,22545452	0	0	0,14146341	0,13025211	0	0,14455445	0,23046356	0,1587708	0,35032895	0,34398785	0,2690909	0,035036497	0,2	0,35294116	0,16666669
1790_s_at			0,9765342	0,49999997	0,34274587	1,1015625	0,7731707	0,6785714	0,5898778	0,9564356	0,4370861	0,49423814	0,631579	0,009132421	0,9018181	0,46715328	0,8857143	1,1176469	1,1666666
1791_s_at	IFNA	J00207	0,16606496	0	0,0895813	0	0	0,031512607	0,3036649	0,16633663	0	0,15620999	0,10197368	0,120243534	0,11272726	0	0,02857143	0,058823526	0,05555556
1792_g_at	CDK2	M68520	0,9530685	1,0309091	0,6251217	0,8730469	0,7804878	0,81722695	0,3246073	0,42178217	0,8476821	0,6914213	0,80427635	0,96955866	0,49454546	0,49927008	0,22857144	0,6470588	0,66666675
1793_at	CHED	M80629	0,26353788	0,2890909	0,34274587	0,16601562	0,45609757	0,36344537	0,29319367	0,0970297	0,15231788	0,20486556	0,23026317	0,23744294	0,1890909	0,14014599	0	0	0,16666669
1794_at	CCND3	M92287	0,17509024	0,15636364	0,13242455	0,28320312	0,14390244	0,25630254	0,15357766	0,19603959	0,00794702	0,22279128	0,4407895	0,20700154	0	0,05693431	0,25714287	0,058823526	0
1795_g_at	CCND3	M92287	2,404332	2,3527272	2,3777995	1,9257812	2,5902438	1,9873949	0,8621291	0,7168317	1,7086092	1,6798975	0,73355263	1,8538814	1,4181818	1,769343	1,7142859	2,0588233	1,7222222
1796_s_at	BCL3	U05681	1,7671479	1,3018181	1,6455697	1,4921875	1,302439	1,5987395	0,6736474	1,3564357	1,789404	1,7234316	2,03125	2,2115679	1,04	1,9167883	0,8571429	0,9411764	0,8333334
1797_at	CDKN2D	U40343	0,11010829	0,24363635	0	0,03515625	0,19512194	0	0,12216404	0	0	0	0	0,1324201	0	0	0	0	0
1798_at	LIV-1	U41060	0,28519854	0,4872727	0,7010711	0,6816406	0,18292682	0,6386555	0,41884813	0,12475248	0,54039735	0,340589	0,20723686	0,67579913	0	0,7810219	0,02857143	0,8823529	1,5000001
1799_at	XPF	U64315	0,5812274	0,43636364	0,36222008	0,44726562	0,61463416	0,56512606	0,5165794	0,17821781	0,20264901	0,1306018	0,21217105	0,5996956	0,2981818	0,29489052	0,31428573	0,29411763	0,3888889
179_at	hPMSR6	U38980	1,7833934	1,8527273	1,7994158	1,7949219	2,7682927	1,2163867	2,4746945	1,2178217	2,149669	1,9078106	1,8552632	2,1659057	3,381818	1,6043795	1,1714286	0,52941173	0,7222222
1800_g_at	XPF	U64315	0,33935013	0,23818181	0,25316456	0,34570312	0,2097561	0,16596639	0	0	0,25562912	0,07426377	0,08059211	0,08675799	0,24	0,23065694	0,05714286	0,17647058	0,22222224
1801_at	BARD1	U76638	0,14259927	0,23636363	0	0,033203125	0,053658538	0,15756303	0	0,1861386	0	0,087067865	0,24342106	0,028919332	0,14181818	0,10218978	0,02857143	0,11764705	0,11111112
1802_s_at	ERBB2	X03363	0	0,15818182	0	0	0	0	0	0	0	0	0	0	0,24727273	0	0	0	0
1803_at	CDC2	X05360	0,25992778	0,1381818	0,04868549	0,125	0,10487805	0,11764706	0	0	0	0	0,1332237	0	0,10545455	0,09051094	0,14285715	0,11764705	0,11111112
1804_at	KLK3	X07730	0,51985556	0,7327272	0,3446933	0,7675781	0,69268286	1,052521	0	0,3722772	0,794702	0,72983354	0,5756579	0,37899545	1,1527272	0,4	0,5714286	0,58823526	0,44444448
1805_g_at	KLK3	X07730	0,14801443	0,11090908	0	0	0,060975607	0	0,16753925	0	0	0	0,006578948	0,24200913	0,036363635	0,017518248	0,14285715	0	0,05555556
1806_at	MCF2	X12556	0,08483753	0,03454545	0,037000973	0,015625	0,031707313	0	0,031413607	0,037623763	0,047682118	0,03585147	0,02138158	0	0,007272727	0,027737226	0,05714286	0	0
1807_g_at	MCF2	X12556	0	0,08181818	0,040895812	0,099609375	0,07073171	0	0,11169284	0,045544554	0	0	0	0	0	0	0	0	0,11111112
1808_s_at	fas/apo-1	X89101	0	0,05818182	0	0	0	0	0	0	0,21456955	0,08450704	0	0	0	0	0	0	0,05555556
1809_at	CDC7L1	AB003698	0,025270756	0,13272727	0	0,1640625	0,20243903	0,12394959	0	0,075247526	0,029139074	0,17925736	0	0,019786911	0,09454545	0,04087591	0	0,11764705	0,05555556
180_at	BB1	S82470	0	0	0	0,22265625	0,18780486	0,15966387	0	0	0	0,1049936	0	0	0,2581818	0	0	0	0
1810_s_at	01. Mai	D10495	0	0	0	0	0,10487805	0	0	0	0,058278147	0,015364918	0	0	0	0	0	0	0
1811_at	SAP-1	D15049	0,055956673	0,22181816	0,24342747	0,26757812	0,3146341	0	0	0,118811876	0,3192053	0,16133164	0,43750003	0,24657537	0,33818182	0,2350365	0,22857144	0	0,05555556
1812_s_at			0,10469314	0	0,19474196	0	0,10487805	0,13865547	0	0,12673268	0,082119204	0,05121639	0,05098684	0,4611872	0	0,16934307	0	0,2352941	0,11111112
1813_at			0,46931404	0,22181816	0,5744888	0,38671875	0,19756098	0,1764706	0,5549738	0	0,66490066	0,41485277	0,56414473	0,5981735	0,42909092	0,30510947	0,2	0,35294116	0,2777778
1814_at	TGFBR2	D50683	0,8285198	0,9745454	1,3008764	0,91796875	1,7902439	0,43907565	0,24432808	0,07920792	0,042384107	0,54289377	0,17105263	0,016742771	0,5381818	0	0	0,2352941	0,5555556
1815_g_at	TGFBR2	D50683	3,4133573	2,9963636	3,5890946	3,265625	4,504878	2,502101	1,8568934	1,3524753	1,0185431	2,0896287	1,7368422	1,6560123	1,9454545	2,4759126	2,1714287	4,5294113	5,2222223
1816_at	rasGAP	D78156	0	0	0	0	0	0	0	0	0,009271523	0	0	0	0	0	0	0	0
1817_at	MM-1	D89667	2,6859205	2,9581816	3,5715675	2,5957031	3,7707317	3,5231092	2,4467711	0,12277227	0,53377485	2,4865556	0,4851974	0,6879757	3,5163634	0,7547445	0,37142858	1,5882353	1,1666666
1818_at			2,3682308	1,830909	3,3904579	1,9316406	1,0414634	1,8088236	0,95986027	0,62376237	0,25695363	1,1549295	0,57730263	0,49315074	1,0945455	0,91240877	0,68571436	0,58823526	0,44444448
1819_at			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181_g_at	BB1	S82470	0,6137184	0,2581818	0,3953262	0,76953125	0,7219512	0,5126051	0	0	1,597351	0,921895	0,3125	1,0091325	0,26181817	1,0875913	0,62857145	0,52941173	0,2777778
1820_g_at			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1821_at			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1822_at			0	0	0	0	0	0	0	0	0	0	0	0	0,10909091	0	0	0	0
1823_g_at			0,055956673	0	0,09347615	0	0	0	0	0,17425743	0,1629139	0	0,19243422	0	0	0,10364963	0	0	0,05555556
1824_s_at	PCNA	J05614	0	0	0	0	0	0	0	0	0,05165563	0	0	0	0	0	0	0	0
1825_at	IQGAP1	L33075	1,2851985	1,110909	1,0048685	1,5371094	2,0658536	1,7605044	1,0506108	0,90099007	1,6264901	2,1177976	0,87500006	1,5844749	1,3345455	1,6671532	0,71428573	1,352941	2,0555556
1826_at	ARHB	M12174	0	0,009090909	0	0	0,043902434	0	0,09424083	0	0	0,0665813	0	0,10502284	0	0	0	0	0
1827_s_at	MYC	M13929	1,3014439	0,95454544	1,1431354	1,6308594	1,0975609	1,5903361	0,24432808	1,5920792	2,0728476	0,4353393	2,682566	2,9238968	1,0145454	2,1839416	1,3714287	1,235294	1,6666667
1828_s_at	FGF2	M27968	0,23285197	0,12	0,29016554	0,25976562	0,24878047	0,12394959	0,097731225	0,35643563	0	0,3047375	0,24671054	0,019786911	0,2509091	0,2029197	0,17142859	0,17647058	0,05555556
182_at	ITPR3	U01062	0,200361	0,1290909	0,20058423	0,19335938	0,17804877	0,09453782	0,20593366	0,22772276	0,33377483	0,16901408	0,16447368	0,10197869	0,018181818	0	0	0	0,16666669
1830_s_at	TGF-beta	M38449	0,39891696	0,41272727	0,36027265	0,36328125	0,5951219	0,21008404	0,565445	0	0,32052982	1,2496799	0,20723686	0,10958904	0,40363637	0,19562043	0,085714296	0,11764705	0
1831_at	BMP-5	M60314	0,13176894	0,096363634	0,19474196	0,1640625	0	0,11554622	0	0,12673268	0,1589404	0,0921895	0,15296054	0,18873668	0	0,059854012	0,14285715	0,11764705	0,05555556
1832_at	MCC	M62397	0,16967507	0,13999999	0,20447907	0,15039062	0,029268293	0,012605043	0,08376963	0,08316831	0,058278147	0,03329065	0	0,019786911	0,08	0,048175182	0,02857143	0,058823526	0
1833_at	CDK2	M68520	0,00902527	0	0	0	0,09756097	0,021008404	0	0,18811882	0	0	0	0	0	0	0	0	0
1834_at	GPR	D38449	0	0,043636363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1836_at	CCNI	D50310	4,333935	4,8854547	4,9250245	3,6523438	5,1609755	6,5777316	3,8708549	2,5346534	2,7854304	6,007683	3,555921	2,3820398	5,014545	2,9854014	3,457143	7,5294113	6,055556
1837_at			0,05415162	0,16545455	0,07010711	0,029296875	0,26829267	0,13865547	0,17102966	0,087128714	0,116556294	0	0,11019737	0,1674277	0,10909091	0,068613134	0,14285715	0	0,11111112
1838_g_at			0	0	0,037000973	0,015625	0	0,13445379	0,11169284	0	0,116556294	0,04609475	0	0	0	0,002919708	0	0,058823526	0,11111112
1839_at			0,21480142	0,2890909	0,2648491	0,13085938	0,42682925	0,30462185	0,21291447	0,04950495	0	0,41229194	0,07894737	0,30136988	0,35272726	0,16350365	0,14285715	0,058823526	0,11111112
183_at	MAP2	U01828	0,01805054	0,05636363	0	0	0	0	0,020942407	0,0990099	0	0	0,052631583	0,050228313	0,12727273	0,05109489	0,02857143	0,058823526	0,05555556
1840_g_at			1,4602888	1,8127272	1,4410906	0,91015625	1,9682926	1,4222689	0,6771378	0	0,059602648	2,752881	0,036184214	0	1,4727272	0,31094888	0,17142859	0,7058823	0,44444448
1841_s_at			0,05415162	0,02909091	0,10710809	0,00390625	0,25609756	0,04411765	0,28970328	0	0,05165563	0,1331626	0,001644737	0,08828007	0,10545455	0	0	0	0
1842_at			0	0	0	0	0	0	0	0	0,29271525	0	0,008223685	0	0	0	0	0	0,11111112
1843_at			0,8772562	0,88545454	0,7770205	0,9277344	0,8414634	0,81302524	0,6980802	0,9524752	1,1549668	0,6658131	1,6891447	0,8812786	0,79272723	1,0321168	1,6	1,0588235	1
1844_s_at	MAP2K1	L05624	0,72924185	0,04181818	0	0	0	0	0,08376963	0,77425736	0	0	0	0,19178084	0	0	0	0	0
1845_at	MKK4	L36870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1846_at	pcta-1	L78132	0,72382665	0,5072727	1,3631938	0,6152344	0,49756095	1,9768908	0,9563699	1,8970298	0	0,40460947	0,49342108	0,826484	0,5781818	0,6248175	0,05714286	3,5882351	2,9444447
1847_s_at	BCL2	M13994	0	0	0	0	0	0	0	0	0	0	0	0	0,18181817	0,05109489	0	0	0,05555556
1848_at	RAP1A	M22995	0,5397111	0,6472727	0,43232718	0,5761719	0,69268286	0,73529416	0,5514834	0,2891089	0,19205298	0,45326507	0,31907895	0,053272452	0,53090906	0,35036495	0,2	0,6470588	0,8333334
1849_s_at	RBP1	S57153	0,066787	0	0,095423564	0,06640625	0,12682925	0	0,19895285	0,14059405	0,005298013	0,069142126	0	0,00456621	0,098181814	0,15182482	0,05714286	0,058823526	0,05555556
184_at	"AGTRL1; APJ"	U03642	0,07220216	0,06727272	0,2356378	0,14257812	0,19512194	0,23109244	0	0,26930693	0,1589404	0,17669655	0,10032895	0,114155255	0,16	0,055474453	0,11428572	0,058823526	0,22222224
1850_at	hmlh1	U07418	0,56678694	0,65999997	0,5764362	0,5449219	0,19268292	0,12605043	0,6596858	0,2811881	0,26092717	0,51472473	0,27796054	0,10958904	0,16	0,30948907	0	0,17647058	0,61111116
1851_s_at	FasL	U11821	0	0	0	0,072265625	0	0	0	0	0	0	0	0	0	0,16642335	0	0	0
1852_at	"TNF; DIF; TNFA; TNFSF2; CACHECTIN"	X02910	0	0	0	0,08203125	0,121951215	0,111344546	0,11169284	0,27722773	0,12847681	0,081946224	0,21875001	0	0,18545453	0,048175182	0	0,058823526	0,05555556
1853_at	"WNT1; INT1"	X03072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1854_at	MYBL2	X13293	0	0,045454543	0,06231743	0	0	0	0	0	0	0	0,095394745	0,009132421	0	0,001459854	0	0	0
1855_at	"FGF3; INT2; HBGF-3"	X14445	0	0,098181814	0,24926972	0	0,15609756	0	0,18150085	0,23168316	0,21324503	0,29449424	0,2713816	0,28158295	0,39272726	0,43065694	0,085714296	0,11764705	0,44444448
1856_at	c-rel	X75042	0	0,049090907	0	0	0,058536585	0,05882353	0	0	0,03576159	0,015364918	0,07072369	0	0	0,03649635	0,02857143	0	0
1857_at	SMAD7	AF010193	1,9891695	2,46	1,6222007	1,9960938	2,4463415	1,9348739	1,183246	0,990099	0,8807947	1,4084507	1,5065789	1	0,9418181	2,351825	1,6285714	2,117647	2,3333333
1858_at	TNFSF6	D38122	0	0	0,1187926	0	0	0	0	0	0	0	0	0	0	0,008759124	0,02857143	0	0
1859_s_at	mdm2	U33203	0,03971119	0,1381818	0,06037001	0,072265625	0	0,075630255	0	0,059405938	0,13377485	0	0	0,11872147	0	0	0,02857143	0	0
185_at	Nova-1	U04840	0,18953067	0,14181818	0,30769232	0,27734375	0,32439023	0,2647059	0	0	0,18543047	0,12548016	0,39967105	0,4170472	0	0	0	0,2352941	0,11111112
1860_at	BBP/53BP2	U58334	0,09566787	0,3181818	0,16942552	0	0,4341463	0,079831935	0	0	0	0,1306018	0	0,106544904	0,12727273	0,23649636	0	0,11764705	0
1861_at	bbc6	U66879	0	0	0	0	0,12682925	0,014705882	0	0	0	0	0	0	0,09454545	0	0	0	0
1862_at	ATM	U67092	0	0	0,046738073	0	0,09756097	0	0,14310645	0	0,009271523	0	0	0,079147644	0	0	0	0	0
1863_s_at	ATM	U67092	0,71660644	1,08	1,322298	0,703125	0,7097561	1,9789916	0,8481674	0,6376238	0,6768212	0,78104997	0,68421054	0,6681888	0,48363635	0,6423358	1,0285715	0,6470588	0,3888889
1865_at	SKIL	X15217	0,04873646	0,021818181	0	0,046875	0,114634134	0,027310925	0	0	0	0	0	0,01065449	0,010909091	0,020437956	0,02857143	0	0
1866_g_at	SKIL	X15217	0,021660648	0,05818182	0,06231743	0,03515625	0,007317073	0,086134456	0	0,047524754	0,034437086	0	0	0,06392694	0	0,054014597	0,02857143	0,11764705	0,05555556
1867_at	clarp	AF005775	2,0884473	1,6781818	2,3466408	1,6835938	2,1	1,6722689	2,8062825	1,881188	1,1880795	1,09347	1,5526316	1,1171994	2,2472727	2,8467152	1,9714286	4,4117646	4,6666665
1868_g_at	clarp	AF005775	0,51985556	0,32	0,3485881	0,5234375	0,34634143	0,39285716	0,40139613	0,017821781	0	0,35851473	0,098684214	0	0,4109091	0,09343066	0,14285715	0,52941173	0,44444448
1869_at	hTRT	AF015950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186_at	hAMPK	U06454	0,9638989	0,9327272	0,9211295	0,765625	0,4634146	0,9054622	0,7260034	0,50495046	0,31655627	0,44302174	0,81085527	0,6347032	0,29090908	0,5021898	0,25714287	0,52941173	0,11111112
1870_at	SH-PTP3	D13540	0,09927797	0	0	0,052734375	0	0	0,06980802	0,013861386	0	0,0665813	0	0,036529683	0,10545455	0	0	0	0
1871_g_at	SH-PTP3	D13540	0,077617325	0	0	0,029296875	0	0,086134456	0,20593366	0,00990099	0,022516556	0	0,03125	0,057838663	0,08	0	0,05714286	0	0,05555556
1872_at	Rad51	D14134	0,034296025	0	0	0	0	0,14915967	0,08027922	0	0	0	0	0	0,054545455	0	0	0	0
1873_at	XPCC	D21089	1,0722021	0,9981818	1,0788705	0,7597656	1,1292683	2,014706	1,0924956	0,6712871	0,8238411	1,1037132	0,77302635	1,1567732	0,6181818	1,3138686	0,71428573	1,1176469	0,94444454
1874_at	XPCC	D21090	1,1335739	1,2763635	1,5209348	1,5	1,8195121	0,987395	0,8481674	0,6871287	0,61986756	1,0909091	0,68421054	1,1156774	0,6981818	1,4043795	0,6571429	1,9411763	2,6111112
1875_f_at	PMS5	D38498	0,32671478	0,3290909	0,255112	0,28125	0,35609755	0,14705883	0,16404885	0,21386139	0,26357615	0,28681177	0,30921054	0,26179606	0,31272727	0,04087591	0,02857143	0,29411763	0,22222224
1876_at			0	0	0	0	0,012195122	0,042016808	0,003490401	0	0	0	0,006578948	0	0	0	0	0	0
1877_g_at			0,41877255	0,29999998	0,56864655	0,45117188	0,44390243	0,43907565	0,35951132	0,015841585	0,14039735	0,29193342	0,21875001	0,19178084	0,2509091	0,37518248	0,17142859	0,41176468	0,61111116
1878_g_at	ERCC1	M13194	7,1389885	9,730909	7,145083	6,8027344	6,8585367	10,140757	9,647469	8,708911	24,160265	14,1459675	8,44079	12,916286	10,658182	12,811678	14,685716	8,941175	5,666667
