Geneid	HS13
ENSG00000123240	4920
ENSG00000235763	11
ENSG00000234175	21
ENSG00000228330	22
ENSG00000203414	26
ENSG00000237540	0
ENSG00000065328	37
ENSG00000272055	13
ENSG00000165623	0
ENSG00000107537	1964
ENSG00000226209	0
ENSG00000289266	0
ENSG00000183621	606
ENSG00000236495	0
ENSG00000201766	0
ENSG00000152455	97
ENSG00000197889	3
ENSG00000235623	0
ENSG00000228547	0
ENSG00000182531	0
ENSG00000237470	2
ENSG00000152457	453
ENSG00000026103	578
ENSG00000134460	16
ENSG00000214015	0
ENSG00000134453	1391
ENSG00000170525	1079
ENSG00000201581	9
ENSG00000263628	0
ENSG00000283634	0
ENSG00000213994	11
ENSG00000238366	2
ENSG00000226705	2
ENSG00000107719	928
ENSG00000095539	167
ENSG00000252994	3
ENSG00000148795	6
ENSG00000213061	3
ENSG00000236937	0
ENSG00000282772	5
ENSG00000166275	200
ENSG00000270316	0
ENSG00000283337	0
ENSG00000214435	38
ENSG00000235266	1
ENSG00000286575	32
ENSG00000076685	1328
ENSG00000107731	4883
ENSG00000237512	227
ENSG00000198246	133
ENSG00000289362	2
ENSG00000077150	972
ENSG00000166224	715
ENSG00000289738	0
ENSG00000259267	0
ENSG00000285300	0
ENSG00000289739	0
ENSG00000065613	3613
ENSG00000065618	75
ENSG00000283788	0
ENSG00000289744	0
ENSG00000107960	406
ENSG00000289745	9
ENSG00000107438	2705
ENSG00000173124	38
ENSG00000286993	6
ENSG00000228403	4
ENSG00000241577	3
ENSG00000233665	11
ENSG00000226576	0
ENSG00000264800	0
ENSG00000165633	999
ENSG00000234736	4
ENSG00000172538	4
ENSG00000165383	16
ENSG00000108242	0
ENSG00000230338	0
ENSG00000224920	8
ENSG00000225276	0
ENSG00000187021	0
ENSG00000165863	10
ENSG00000232767	0
ENSG00000228195	1
ENSG00000199664	1
ENSG00000213513	32
ENSG00000228748	13
ENSG00000151208	767
ENSG00000204049	23
ENSG00000243446	4
ENSG00000233871	7
ENSG00000148606	1321
ENSG00000234612	0
ENSG00000274686	0
ENSG00000138326	5871
ENSG00000231957	1
ENSG00000283096	0
ENSG00000244332	4
ENSG00000234091	25
ENSG00000119969	229
ENSG00000188199	271
ENSG00000108021	2340
ENSG00000119943	416
ENSG00000107521	521
ENSG00000289758	0
ENSG00000289597	0
ENSG00000067057	7960
ENSG00000165630	1590
ENSG00000200935	0
ENSG00000175535	0
ENSG00000232091	0
ENSG00000266200	0
ENSG00000108219	2483
ENSG00000107819	1372
ENSG00000214279	163
ENSG00000204022	3
ENSG00000264717	1
ENSG00000155252	422
ENSG00000107833	113
ENSG00000264006	10
ENSG00000171862	1744
ENSG00000289386	9
ENSG00000235823	365
ENSG00000257582	0
ENSG00000119919	0
ENSG00000229278	1
ENSG00000285932	1
ENSG00000198018	394
ENSG00000233690	23
ENSG00000119929	511
ENSG00000014919	617
ENSG00000227351	0
ENSG00000108091	1012
ENSG00000235931	0
ENSG00000232682	50
ENSG00000202190	4
ENSG00000282121	5
ENSG00000122872	0
ENSG00000254271	0
ENSG00000170312	85
ENSG00000223107	2
ENSG00000095787	3292
ENSG00000288823	20
ENSG00000148660	958
ENSG00000155287	746
ENSG00000148826	16
ENSG00000171811	82
ENSG00000232903	0
ENSG00000224758	2
ENSG00000240707	4
ENSG00000237949	79
ENSG00000289506	9
ENSG00000289834	1
ENSG00000231298	39
ENSG00000289228	25
ENSG00000229656	11
ENSG00000226005	80
ENSG00000289239	0
ENSG00000272853	35
ENSG00000289412	19
ENSG00000287261	10
ENSG00000287023	0
ENSG00000204682	149
ENSG00000225936	1
ENSG00000289882	1
ENSG00000260475	8
ENSG00000273248	3
ENSG00000255624	4
ENSG00000289585	5
ENSG00000289400	3
ENSG00000289126	13
ENSG00000235100	58
ENSG00000228065	289
ENSG00000289592	3
ENSG00000286409	6
ENSG00000289301	2
ENSG00000289920	0
ENSG00000289616	0
ENSG00000289512	698
ENSG00000180066	0
ENSG00000189275	0
ENSG00000221817	96
ENSG00000289934	6
ENSG00000224934	354
ENSG00000226051	22
ENSG00000287564	10
ENSG00000288922	0
ENSG00000227165	37
ENSG00000224596	44
ENSG00000234420	789
ENSG00000233321	72
ENSG00000185904	2
ENSG00000223482	576
ENSG00000233117	548
ENSG00000226688	373
ENSG00000285884	16
ENSG00000289952	1
ENSG00000289954	14
ENSG00000270087	13
ENSG00000232229	10
ENSG00000289972	71
ENSG00000279088	153
ENSG00000231131	0
ENSG00000288933	8
ENSG00000226009	70
ENSG00000289039	2
ENSG00000236208	141
ENSG00000225140	292
ENSG00000288874	0
ENSG00000289989	4
ENSG00000289607	17
ENSG00000289994	0
ENSG00000204832	146
ENSG00000287124	10
ENSG00000233387	3
ENSG00000237036	136
ENSG00000289527	9
ENSG00000229124	16
ENSG00000290014	0
ENSG00000289395	39
ENSG00000269609	187
ENSG00000237797	3
ENSG00000233968	25
ENSG00000231233	25
ENSG00000288875	1
ENSG00000237943	17
ENSG00000286881	3
ENSG00000199402	0
ENSG00000229605	401
ENSG00000151474	2324
ENSG00000215227	3
ENSG00000229751	9
ENSG00000235410	1
ENSG00000285671	0
ENSG00000266321	0
ENSG00000278100	0
ENSG00000221371	0
ENSG00000232115	0
ENSG00000151151	119
ENSG00000180221	15
ENSG00000122873	533
ENSG00000228527	2
ENSG00000261076	3
ENSG00000107485	94
ENSG00000225053	50
ENSG00000289897	0
ENSG00000234931	0
ENSG00000156515	11961
ENSG00000236154	2
ENSG00000216937	423
ENSG00000232624	0
ENSG00000235824	0
ENSG00000015171	3228
ENSG00000285676	89
ENSG00000148737	859
ENSG00000232656	143
ENSG00000047056	1887
ENSG00000271385	4
ENSG00000223876	1
ENSG00000213449	0
ENSG00000228759	16
ENSG00000228701	18
ENSG00000107854	1771
ENSG00000180581	588
ENSG00000119938	3677
ENSG00000226083	2
ENSG00000165995	2098
ENSG00000235020	413
ENSG00000240291	49
ENSG00000225527	33
ENSG00000241058	469
ENSG00000165997	399
ENSG00000234244	0
ENSG00000225509	7
ENSG00000150275	87
ENSG00000236958	32
ENSG00000198825	453
ENSG00000242818	9
ENSG00000270300	30
ENSG00000282413	0
ENSG00000289966	16
ENSG00000223455	0
ENSG00000107651	1220
ENSG00000231976	0
ENSG00000290423	0
ENSG00000236894	0
ENSG00000290434	0
ENSG00000099251	8
ENSG00000290439	16
ENSG00000233261	0
ENSG00000290444	0
ENSG00000182632	0
ENSG00000290445	1
ENSG00000251079	20
ENSG00000290453	45
ENSG00000274167	0
ENSG00000290458	0
ENSG00000237840	49
ENSG00000290460	19
ENSG00000232554	0
ENSG00000290529	1
ENSG00000276805	0
ENSG00000290535	338
ENSG00000283709	0
ENSG00000290706	31
ENSG00000242338	12
ENSG00000290737	30
ENSG00000231122	0
ENSG00000290779	0
ENSG00000273225	0
ENSG00000290780	0
ENSG00000223820	0
ENSG00000290782	12
ENSG00000235687	0
ENSG00000290801	0
ENSG00000238021	2
ENSG00000290843	5
ENSG00000280913	0
ENSG00000290874	13
ENSG00000265366	0
ENSG00000290875	10
ENSG00000224761	0
ENSG00000290887	0
ENSG00000265018	17
ENSG00000290898	6
ENSG00000278561	0
ENSG00000290899	6
ENSG00000165874	16
ENSG00000290913	0
ENSG00000239883	453
ENSG00000290921	177
ENSG00000234814	871
ENSG00000235618	3
ENSG00000250959	13
ENSG00000291043	83
ENSG00000215267	1
ENSG00000291045	1
ENSG00000120555	5
ENSG00000291056	47
ENSG00000215146	0
ENSG00000291065	29
ENSG00000204177	6
ENSG00000291069	296
ENSG00000224597	0
ENSG00000291093	1550
ENSG00000151150	8970
ENSG00000122859	0
ENSG00000290956	43
ENSG00000178440	61
ENSG00000204149	74
ENSG00000264763	2
ENSG00000233340	20
ENSG00000151532	758
ENSG00000289193	8
ENSG00000095794	423
ENSG00000287945	54
ENSG00000197467	1212
ENSG00000189129	783
ENSG00000225948	0
ENSG00000285743	0
ENSG00000223784	1
ENSG00000289892	0
ENSG00000285988	0
ENSG00000281186	0
ENSG00000238266	0
ENSG00000285845	0
ENSG00000287277	10
ENSG00000291288	0
ENSG00000289280	10
ENSG00000249456	22
ENSG00000019995	1127
ENSG00000226899	32
ENSG00000175029	1027
ENSG00000273599	289
ENSG00000264572	12
ENSG00000282787	2
ENSG00000214298	94
ENSG00000289874	3
ENSG00000289898	0
ENSG00000291294	4
ENSG00000290952	0
ENSG00000152778	488
ENSG00000249054	0
ENSG00000255996	1
ENSG00000256263	1
ENSG00000047621	480
ENSG00000285142	0
ENSG00000256654	7
ENSG00000283138	7
ENSG00000256969	0
ENSG00000285523	17
ENSG00000249790	3
ENSG00000059804	570
ENSG00000130037	2596
ENSG00000284591	0
ENSG00000255885	0
ENSG00000177586	0
ENSG00000255977	114
ENSG00000255958	0
ENSG00000238152	1
ENSG00000256661	0
ENSG00000214826	389
ENSG00000197614	702
ENSG00000166523	4
ENSG00000235930	0
ENSG00000256673	12
ENSG00000235868	0
ENSG00000256803	0
ENSG00000166532	814
ENSG00000139083	834
ENSG00000284522	0
ENSG00000256288	4
ENSG00000150048	140
ENSG00000256904	2
ENSG00000197992	8
ENSG00000070018	2747
ENSG00000284327	0
ENSG00000243830	0
ENSG00000184344	9
ENSG00000139112	5527
ENSG00000227760	0
ENSG00000198134	13
ENSG00000255819	0
ENSG00000255356	0
ENSG00000255829	1
ENSG00000134539	203
ENSG00000111196	145
ENSG00000270863	27
ENSG00000214487	0
ENSG00000278635	12
ENSG00000256657	3
ENSG00000256238	903
ENSG00000256751	312
ENSG00000256331	2
ENSG00000173391	10
ENSG00000287713	0
ENSG00000166527	0
ENSG00000242991	0
ENSG00000060138	6416
ENSG00000242661	2
ENSG00000256211	652
ENSG00000151490	60
ENSG00000111701	0
ENSG00000172243	140
ENSG00000247157	21
ENSG00000275119	0
ENSG00000111261	485
ENSG00000256084	0
ENSG00000286303	1
ENSG00000255790	8
ENSG00000255641	0
ENSG00000118976	358
ENSG00000255734	140
ENSG00000255973	47
ENSG00000226091	22
ENSG00000274551	1
ENSG00000244131	6
ENSG00000256626	0
ENSG00000121335	5
ENSG00000256155	5
ENSG00000166535	18
ENSG00000242405	7
ENSG00000256627	1
ENSG00000256450	0
ENSG00000060140	9
ENSG00000060982	450
ENSG00000213809	8
ENSG00000257016	0
ENSG00000237303	1
ENSG00000256157	3
ENSG00000211455	2148
ENSG00000188991	2
ENSG00000256004	0
ENSG00000111713	0
ENSG00000256256	0
ENSG00000165714	556
ENSG00000230657	3
ENSG00000270857	5
ENSG00000008394	121
ENSG00000241451	0
ENSG00000256564	15
ENSG00000205846	0
ENSG00000285854	0
ENSG00000187569	0
ENSG00000255749	173
ENSG00000213235	294
ENSG00000241828	0
ENSG00000257062	0
ENSG00000256237	0
ENSG00000256973	48
ENSG00000246115	108
ENSG00000226210	449
ENSG00000278654	0
ENSG00000257262	0
ENSG00000243141	6
ENSG00000256756	129
ENSG00000186136	2
ENSG00000256371	0
ENSG00000257237	0
ENSG00000285724	0
ENSG00000256923	0
ENSG00000255910	45
ENSG00000258144	0
ENSG00000256987	19
ENSG00000110975	9
ENSG00000270807	0
ENSG00000151491	2030
ENSG00000286566	0
ENSG00000256896	0
ENSG00000255983	4
ENSG00000139174	505
ENSG00000111224	209
ENSG00000275764	109
ENSG00000130038	424
ENSG00000256356	700
ENSG00000255763	0
ENSG00000256482	0
ENSG00000254381	0
ENSG00000234428	32
ENSG00000245648	26
ENSG00000277705	0
ENSG00000256538	5
ENSG00000023697	383
ENSG00000274624	3
ENSG00000256499	9
ENSG00000121380	33
ENSG00000283240	0
ENSG00000179715	86
ENSG00000139044	2973
ENSG00000257756	0
ENSG00000139209	30
ENSG00000288532	3
ENSG00000256134	34
ENSG00000139160	192
ENSG00000257730	6
ENSG00000151743	146
ENSG00000255565	29
ENSG00000256615	0
ENSG00000257042	1
ENSG00000258273	1
ENSG00000271418	1
ENSG00000275286	0
ENSG00000276431	0
ENSG00000270718	0
ENSG00000258202	1
ENSG00000205857	0
ENSG00000256686	0
ENSG00000023734	1099
ENSG00000256995	3
ENSG00000177875	12
ENSG00000258352	28
ENSG00000111405	32
ENSG00000256640	8
ENSG00000255991	6
ENSG00000188375	776
ENSG00000255836	121
ENSG00000064102	455
ENSG00000167778	1781
ENSG00000257700	0
ENSG00000255871	0
ENSG00000257510	0
ENSG00000257319	0
ENSG00000242444	0
ENSG00000257292	0
ENSG00000285732	12
ENSG00000255858	0
ENSG00000256321	0
ENSG00000177981	1241
ENSG00000131982	162
ENSG00000135447	853
ENSG00000287455	0
ENSG00000274723	0
ENSG00000286671	0
ENSG00000276058	13
ENSG00000139173	366
ENSG00000257987	13
ENSG00000257616	278
ENSG00000256185	0
ENSG00000151229	582
ENSG00000179919	0
ENSG00000133687	2673
ENSG00000274591	1
ENSG00000180116	10
ENSG00000111704	10
ENSG00000111371	3009
ENSG00000245482	1
ENSG00000255725	121
ENSG00000175548	282
ENSG00000256986	0
ENSG00000280054	15
ENSG00000178449	893
ENSG00000279875	2
ENSG00000257114	0
ENSG00000284682	0
ENSG00000256226	3
ENSG00000129315	1021
ENSG00000256774	0
ENSG00000134294	2369
ENSG00000257173	8
ENSG00000258763	21
ENSG00000273853	1
ENSG00000260492	50
ENSG00000257771	8
ENSG00000255628	0
ENSG00000135413	0
ENSG00000257588	0
ENSG00000258278	0
ENSG00000185652	47
ENSG00000278842	27
ENSG00000257927	0
ENSG00000133704	1335
ENSG00000257331	51
ENSG00000257735	9
ENSG00000257645	20
ENSG00000167588	70
ENSG00000287386	4
ENSG00000258369	0
ENSG00000257228	6
ENSG00000272368	79
ENSG00000167566	1612
ENSG00000257906	2
ENSG00000115934	0
ENSG00000257947	9
ENSG00000256440	0
ENSG00000258794	51
ENSG00000182199	1204
ENSG00000135423	35
ENSG00000161634	0
ENSG00000270273	0
ENSG00000250788	0
ENSG00000274124	9
ENSG00000256625	93
ENSG00000005175	444
ENSG00000257402	0
ENSG00000259937	0
ENSG00000185069	0
ENSG00000258239	1
ENSG00000256663	102
ENSG00000258184	2
ENSG00000256389	0
ENSG00000213363	10
ENSG00000257780	0
ENSG00000257023	3
ENSG00000258368	0
ENSG00000257572	0
ENSG00000256994	0
ENSG00000257932	0
ENSG00000257298	65
ENSG00000213352	19
ENSG00000258360	1
ENSG00000257230	0
ENSG00000258331	0
ENSG00000258231	0
ENSG00000257880	5
ENSG00000139117	1401
ENSG00000161798	19
ENSG00000287442	1
ENSG00000139610	0
ENSG00000257687	0
ENSG00000257343	0
ENSG00000139239	2966
ENSG00000257576	278
ENSG00000152556	11813
ENSG00000286402	0
ENSG00000170545	90
ENSG00000256372	0
ENSG00000258036	0
ENSG00000258316	18
ENSG00000258119	0
ENSG00000257763	36
ENSG00000257675	106
ENSG00000257664	0
ENSG00000174718	2145
ENSG00000274979	6
ENSG00000257864	18
ENSG00000257779	44
ENSG00000233560	38
ENSG00000258074	0
ENSG00000257784	19
ENSG00000258051	6
ENSG00000165966	35
ENSG00000273805	4
ENSG00000257634	0
ENSG00000257807	1
ENSG00000152944	468
ENSG00000269514	97
ENSG00000276390	3
ENSG00000257378	0
ENSG00000257865	0
ENSG00000139624	943
ENSG00000173451	132
ENSG00000213272	3
ENSG00000258096	10
ENSG00000118596	5229
ENSG00000286563	2
ENSG00000257125	0
ENSG00000285528	0
ENSG00000257364	0
ENSG00000257265	0
ENSG00000256075	39
ENSG00000258245	1
ENSG00000076067	1960
ENSG00000234925	2203
ENSG00000257531	11
ENSG00000256037	0
ENSG00000257159	4
ENSG00000257165	0
ENSG00000066117	1011
ENSG00000257808	3
ENSG00000188646	0
ENSG00000175215	5851
ENSG00000255745	0
ENSG00000166896	55
ENSG00000058272	3205
ENSG00000250517	0
ENSG00000139626	42
ENSG00000245651	13
ENSG00000139291	427
ENSG00000256879	1
ENSG00000257858	2
ENSG00000256070	0
ENSG00000258077	0
ENSG00000279444	1
ENSG00000161638	6023
ENSG00000111058	1238
ENSG00000257557	32
ENSG00000161800	184
ENSG00000257905	2
ENSG00000257475	14
ENSG00000213270	0
ENSG00000255970	41
ENSG00000257308	0
ENSG00000258320	38
ENSG00000258088	1
ENSG00000167779	732
ENSG00000286043	1
ENSG00000172867	2
ENSG00000258214	0
ENSG00000276727	3
ENSG00000177425	586
ENSG00000258090	179
ENSG00000111110	583
ENSG00000258271	1
ENSG00000273765	16
ENSG00000135472	814
ENSG00000270858	1
ENSG00000257668	0
ENSG00000139644	6163
ENSG00000257332	0
ENSG00000258071	1
ENSG00000258170	3
ENSG00000257998	0
ENSG00000110934	97
ENSG00000127325	19
ENSG00000139629	57
ENSG00000133639	2715
ENSG00000257677	0
ENSG00000286576	5
ENSG00000257235	0
ENSG00000257400	0
ENSG00000111605	1821
ENSG00000256393	833
ENSG00000258035	7
ENSG00000288102	0
ENSG00000257802	98
ENSG00000258365	48
ENSG00000285191	0
ENSG00000258292	0
ENSG00000257953	88
ENSG00000258016	442
ENSG00000258312	1
ENSG00000257454	0
ENSG00000257239	20
ENSG00000256917	0
ENSG00000286591	0
ENSG00000133640	10
ENSG00000257666	74
ENSG00000257183	0
ENSG00000153233	73
ENSG00000258846	0
ENSG00000203585	13
ENSG00000258338	0
ENSG00000172819	800
ENSG00000279505	0
ENSG00000258066	18
ENSG00000258303	15
ENSG00000090382	1043
ENSG00000067798	662
ENSG00000257477	2
ENSG00000175782	693
ENSG00000271142	2
ENSG00000166211	2
ENSG00000257837	0
ENSG00000271496	1
ENSG00000257194	0
ENSG00000258048	3
ENSG00000226413	3
ENSG00000258162	7
ENSG00000258336	0
ENSG00000257434	0
ENSG00000185958	117
ENSG00000283422	10
ENSG00000274021	24
ENSG00000257256	6
ENSG00000258357	56
ENSG00000274902	5
ENSG00000277130	15
ENSG00000258084	0
ENSG00000180318	0
ENSG00000257787	0
ENSG00000257729	0
ENSG00000197651	0
ENSG00000258064	0
ENSG00000167768	2
ENSG00000171310	473
ENSG00000257431	0
ENSG00000258135	0
ENSG00000257818	40
ENSG00000257113	17
ENSG00000257202	6
ENSG00000256355	3
ENSG00000257741	0
ENSG00000066084	2212
ENSG00000242922	0
ENSG00000135655	1535
ENSG00000186666	87
ENSG00000258068	15
ENSG00000139287	1
ENSG00000257580	1
ENSG00000257283	31
ENSG00000288530	0
ENSG00000240087	390
ENSG00000133773	245
ENSG00000257943	8
ENSG00000257219	0
ENSG00000257835	33
ENSG00000257790	126
ENSG00000257824	0
ENSG00000050438	64
ENSG00000258234	4
ENSG00000246985	113
ENSG00000111530	1949
ENSG00000271272	0
ENSG00000258057	93
ENSG00000136010	421
ENSG00000079337	1662
ENSG00000275481	54
ENSG00000257746	20
ENSG00000111581	1006
ENSG00000167780	5
ENSG00000258375	7
ENSG00000139318	713
ENSG00000258044	26
ENSG00000127720	312
ENSG00000241825	3
ENSG00000257124	0
ENSG00000111145	1571
ENSG00000151572	31
ENSG00000286259	0
ENSG00000180263	1461
ENSG00000257764	0
ENSG00000258815	2
ENSG00000257515	9
ENSG00000196091	75
ENSG00000257747	0
ENSG00000236349	958
ENSG00000257438	144
ENSG00000256172	0
ENSG00000259125	16
ENSG00000257879	0
ENSG00000257119	0
ENSG00000059758	1148
ENSG00000258026	23
ENSG00000241917	0
ENSG00000255772	155
ENSG00000111647	854
ENSG00000174600	413
ENSG00000288092	0
ENSG00000120860	396
ENSG00000278896	38
ENSG00000253719	1541
ENSG00000256614	8
ENSG00000111670	2252
ENSG00000257609	0
ENSG00000084110	27
ENSG00000257539	11
ENSG00000257528	0
ENSG00000257682	0
ENSG00000111275	4251
ENSG00000189182	1
ENSG00000139354	238
ENSG00000258086	21
ENSG00000257467	2
ENSG00000064115	979
ENSG00000271382	19
ENSG00000243071	61
ENSG00000270506	3
ENSG00000257875	19
ENSG00000242850	0
ENSG00000166226	2048
ENSG00000179104	456
ENSG00000258018	0
ENSG00000136044	1711
ENSG00000257512	31
ENSG00000256915	3
ENSG00000258359	23
ENSG00000256325	25
ENSG00000057704	354
ENSG00000256077	2
ENSG00000237766	13
ENSG00000258102	398
ENSG00000257169	33
ENSG00000256678	0
ENSG00000257253	2
ENSG00000227423	0
ENSG00000151233	356
ENSG00000012822	6507
ENSG00000257849	0
ENSG00000257979	27
ENSG00000279190	0
ENSG00000240631	0
ENSG00000080371	2510
ENSG00000257629	0
ENSG00000287957	42
ENSG00000275228	0
ENSG00000257519	0
ENSG00000214198	25
ENSG00000257514	0
ENSG00000257128	20
ENSG00000257855	0
ENSG00000257517	1
ENSG00000258193	0
ENSG00000257360	13
ENSG00000257587	0
ENSG00000165972	8
ENSG00000286903	1
ENSG00000257325	0
ENSG00000182379	20
ENSG00000243164	0
ENSG00000111252	2768
ENSG00000286069	0
ENSG00000139651	990
ENSG00000256750	0
ENSG00000257611	137
ENSG00000257803	20
ENSG00000257761	0
ENSG00000196243	0
ENSG00000258358	0
ENSG00000012504	6
ENSG00000239201	2
ENSG00000286056	14
ENSG00000258033	237
ENSG00000257703	0
ENSG00000244266	3
ENSG00000258230	34
ENSG00000151135	860
ENSG00000258183	3
ENSG00000257300	0
ENSG00000091039	1589
ENSG00000177889	546
ENSG00000135426	18
ENSG00000158104	22
ENSG00000258205	1
ENSG00000258337	38
ENSG00000139133	78
ENSG00000049130	504
ENSG00000139218	4231
ENSG00000257222	1
ENSG00000257750	0
ENSG00000280110	0
ENSG00000258272	1
ENSG00000257146	28
ENSG00000285030	0
ENSG00000256465	0
ENSG00000139154	675
ENSG00000258240	0
ENSG00000136040	546
ENSG00000274029	0
ENSG00000271379	0
ENSG00000257642	0
ENSG00000271579	25
ENSG00000258128	277
ENSG00000111046	3
ENSG00000120832	433
ENSG00000111142	1681
ENSG00000283459	1
ENSG00000277851	4
ENSG00000257465	0
ENSG00000170627	0
ENSG00000257541	1
ENSG00000061987	2484
ENSG00000257231	2
ENSG00000270482	3
ENSG00000257181	0
ENSG00000013503	628
ENSG00000183283	3316
ENSG00000255814	0
ENSG00000241045	3
ENSG00000257373	2
ENSG00000274560	3
ENSG00000257470	0
ENSG00000175183	160
ENSG00000258007	1
ENSG00000123360	199
ENSG00000174989	592
ENSG00000257915	0
ENSG00000120833	512
ENSG00000247903	40
ENSG00000136026	1461
ENSG00000242041	12
ENSG00000258216	0
ENSG00000102189	1781
ENSG00000258131	1
ENSG00000111785	869
ENSG00000277840	13
ENSG00000271177	0
ENSG00000255686	0
ENSG00000257359	6
ENSG00000257543	10
ENSG00000257648	0
ENSG00000237176	347
ENSG00000008405	648
ENSG00000165891	120
ENSG00000188026	2955
ENSG00000258294	0
ENSG00000258153	34
ENSG00000214039	0
ENSG00000139324	461
ENSG00000257792	4
ENSG00000279134	7
ENSG00000286434	0
ENSG00000258332	0
ENSG00000257912	0
ENSG00000257718	22
ENSG00000257568	14
ENSG00000075035	2
ENSG00000111727	580
ENSG00000239397	0
ENSG00000255618	0
ENSG00000257820	2
ENSG00000256870	0
ENSG00000186076	1231
ENSG00000188596	51
ENSG00000274598	71
ENSG00000258177	12
ENSG00000276900	57
ENSG00000276308	15
ENSG00000171435	27
ENSG00000258308	1
ENSG00000139726	618
ENSG00000258355	7
ENSG00000286678	0
ENSG00000258053	2
ENSG00000279798	10
ENSG00000258123	1
ENSG00000239413	0
ENSG00000135517	7
ENSG00000257405	71
ENSG00000287030	11
ENSG00000257476	0
ENSG00000274879	0
ENSG00000251138	1
ENSG00000258173	0
ENSG00000075188	298
ENSG00000279411	2
ENSG00000256353	0
ENSG00000257545	8
ENSG00000257885	8
ENSG00000256234	9
ENSG00000238168	41
ENSG00000089053	2940
ENSG00000257940	0
ENSG00000257603	0
ENSG00000258115	0
ENSG00000111144	2145
ENSG00000074527	3407
ENSG00000256811	1
ENSG00000256151	124
ENSG00000257294	0
ENSG00000287237	1
ENSG00000258140	0
ENSG00000110801	257
ENSG00000211584	838
ENSG00000224709	0
ENSG00000286476	0
ENSG00000127314	610
ENSG00000257407	0
ENSG00000278112	101
ENSG00000136014	88
ENSG00000088992	792
ENSG00000257920	0
ENSG00000122965	1732
ENSG00000111726	786
ENSG00000258313	0
ENSG00000198812	552
ENSG00000287136	0
ENSG00000257995	0
ENSG00000277715	50
ENSG00000110931	1534
ENSG00000175727	3954
ENSG00000139344	12
ENSG00000258435	0
ENSG00000171759	1
ENSG00000151131	823
ENSG00000279128	125
ENSG00000276972	3
ENSG00000273434	0
ENSG00000257210	9
ENSG00000278084	0
ENSG00000111707	944
ENSG00000257910	2
ENSG00000256664	0
ENSG00000111049	0
ENSG00000241744	0
ENSG00000179941	265
ENSG00000256494	0
ENSG00000256298	0
ENSG00000280196	0
ENSG00000257548	0
ENSG00000235872	26
ENSG00000240991	7
ENSG00000169372	602
ENSG00000257997	0
ENSG00000287454	187
ENSG00000256843	40
ENSG00000287229	23
ENSG00000258179	0
ENSG00000183273	55
ENSG00000258285	7
ENSG00000173598	2023
ENSG00000287493	0
ENSG00000287014	0
ENSG00000166046	1978
ENSG00000279993	210
ENSG00000256071	0
ENSG00000257410	0
ENSG00000258172	11
ENSG00000185610	9
ENSG00000136048	281
ENSG00000257289	1
ENSG00000286907	8
ENSG00000257164	0
ENSG00000139767	136
ENSG00000127324	11
ENSG00000257848	0
ENSG00000123384	36109
ENSG00000234040	53
ENSG00000279171	0
ENSG00000158023	117
ENSG00000257586	0
ENSG00000251536	0
ENSG00000274859	1
ENSG00000257696	3
ENSG00000123338	577
ENSG00000256810	235
ENSG00000257444	0
ENSG00000256950	4
ENSG00000258288	9
ENSG00000255968	30
ENSG00000255750	14
ENSG00000248636	39
ENSG00000258225	9
ENSG00000241556	23
ENSG00000258274	187
ENSG00000182870	1
ENSG00000256149	0
ENSG00000256906	1
ENSG00000277173	6
ENSG00000249873	0
ENSG00000257157	0
ENSG00000120800	1297
ENSG00000281333	7
ENSG00000139292	11
ENSG00000257715	5
ENSG00000256502	0
ENSG00000249196	0
ENSG00000257386	0
ENSG00000136021	753
ENSG00000214043	0
ENSG00000244436	0
ENSG00000170890	3
ENSG00000255595	1
ENSG00000111452	6161
ENSG00000286008	0
ENSG00000257890	1
ENSG00000280150	0
ENSG00000258171	23
ENSG00000184209	481
ENSG00000257958	0
ENSG00000189238	2
ENSG00000275759	9
ENSG00000274427	31
ENSG00000261650	0
ENSG00000257220	7
ENSG00000255856	8
ENSG00000280024	0
ENSG00000256971	0
ENSG00000275212	13
ENSG00000280398	0
ENSG00000257847	10
ENSG00000284687	0
ENSG00000257199	6
ENSG00000256223	230
ENSG00000257918	1
ENSG00000256115	18
ENSG00000282964	0
ENSG00000241656	0
ENSG00000215208	84
ENSG00000279193	0
ENSG00000257345	4
ENSG00000084112	3169
ENSG00000279704	0
ENSG00000277011	0
ENSG00000257991	9
ENSG00000089022	1377
ENSG00000120805	1770
ENSG00000255919	0
ENSG00000279630	0
ENSG00000257336	7
ENSG00000256699	0
ENSG00000284673	0
ENSG00000278011	0
ENSG00000111445	245
ENSG00000256643	0
ENSG00000286248	4
ENSG00000256825	0
ENSG00000260030	0
ENSG00000287714	11
ENSG00000123104	3728
ENSG00000189046	140
ENSG00000240759	1
ENSG00000223722	473
ENSG00000135090	1180
ENSG00000258220	0
ENSG00000089220	4364
ENSG00000258251	0
ENSG00000135097	210
ENSG00000287311	0
ENSG00000277873	7
ENSG00000257323	0
ENSG00000280051	0
ENSG00000280272	0
ENSG00000279023	0
ENSG00000256551	0
ENSG00000139352	0
ENSG00000242963	0
ENSG00000135093	485
ENSG00000276122	0
ENSG00000240342	4629
ENSG00000284848	0
ENSG00000256943	0
ENSG00000257259	50
ENSG00000287365	0
ENSG00000111249	4
ENSG00000256193	1
ENSG00000241423	0
ENSG00000277223	0
ENSG00000242314	6
ENSG00000213250	397
ENSG00000229186	0
ENSG00000256085	0
ENSG00000239881	0
ENSG00000257781	0
