# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
c1qb,"1,2,5,6-dibenzanthracene",C026486,53-70-3,C1QB,713,Mus musculus,10090,"1,2,5,6-dibenzanthracene results in decreased expression of C1QB mRNA",decreases^expression,26377693
c1qc,Flutamide,D005485,13311-84-7,C1QC,714,Rattus norvegicus,10116,Flutamide results in decreased expression of C1QC mRNA,decreases^expression,24136188
c1qc,folpet,C005020,133-07-3,C1QC,714,Mus musculus,10090,folpet results in decreased expression of C1QC mRNA,decreases^expression,31558096
c1qc,fullerene C60,C069837,99685-96-8,C1QC,714,Rattus norvegicus,10116,fullerene C60 results in decreased expression of C1QC mRNA,decreases^expression,19167457
c1qc,Gentamicins,D005839,,C1QC,714,Rattus norvegicus,10116,Gentamicins results in increased expression of C1QC mRNA,increases^expression,21081137
c1qc,Ginkgo biloba extract,C063170,,C1QC,714,Mus musculus,10090,Ginkgo biloba extract results in decreased methylation of C1QC promoter,decreases^methylation,31278416
c1qc,Ginkgo biloba extract,C063170,,C1QC,714,Mus musculus,10090,Ginkgo biloba extract results in increased expression of C1QC mRNA,increases^expression,31278416
c1qc,glyphosate,C010974,1071-83-6,C1QC,714,Rattus norvegicus,10116,[azoxystrobin co-treated with 2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide co-treated with Chlorpyrifos co-treated with glyphosate co-treated with imidacloprid co-treated with Thiabendazole] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,33854195
c1qc,imidacloprid,C082359,105827-78-9,C1QC,714,Rattus norvegicus,10116,[azoxystrobin co-treated with 2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide co-treated with Chlorpyrifos co-treated with glyphosate co-treated with imidacloprid co-treated with Thiabendazole] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,33854195
c1qc,IMM 125,C082770,,C1QC,714,Rattus norvegicus,10116,IMM 125 results in increased expression of C1QC mRNA,increases^expression,21081137
c1qc,Indoles,D007211,,C1QC,714,Rattus norvegicus,10116,Indoles results in decreased expression of C1QC mRNA,decreases^expression,20521778
c1qc,Indoles,D007211,,C1QC,714,Rattus norvegicus,10116,Indoles results in increased expression of C1QC mRNA,increases^expression,20521778
c1qc,Ionomycin,D015759,56092-81-0,C1QC,714,Oryctolagus cuniculus,9986,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,25613284
c1qc,Irinotecan,D000077146,,C1QC,714,Mus musculus,10090,[PHY 906 co-treated with Irinotecan] affects the expression of C1QC mRNA,affects^cotreatment|affects^expression,32812032
c1qc,Ketamine,D007649,6740-88-1,C1QC,714,Rattus norvegicus,10116,Cannabidiol inhibits the reaction [Ketamine results in decreased expression of C1QC mRNA],decreases^expression|decreases^reaction,31823199
c1qc,Ketamine,D007649,6740-88-1,C1QC,714,Rattus norvegicus,10116,Ketamine results in decreased expression of C1QC mRNA,decreases^expression,31823199
c1qc,Ketamine,D007649,6740-88-1,C1QC,714,Rattus norvegicus,10116,Ketamine results in increased expression of C1QC mRNA,increases^expression,20080153
c1qc,Lansoprazole,D064747,,C1QC,714,Rattus norvegicus,10116,Lansoprazole results in decreased expression of C1QC mRNA,decreases^expression,25626140
c1qc,Lidocaine,D008012,137-58-6,C1QC,714,Rattus norvegicus,10116,Lidocaine results in increased expression of C1QC mRNA,increases^expression,35283115
c1qc,"lipopolysaccharide, E coli O55-B5",C482199,,C1QC,714,Chloris chloris,37601,"lipopolysaccharide, E coli O55-B5 affects the expression of C1QC mRNA",affects^expression,24972896
c1qc,Lipopolysaccharides,D008070,,C1QC,714,Mus musculus,10090,Lipopolysaccharides results in increased expression of C1QC mRNA,increases^expression,27339419
c1qc,Medroxyprogesterone Acetate,D017258,71-58-9,C1QC,714,Homo sapiens,9606,Medroxyprogesterone Acetate results in increased expression of C1QC mRNA,increases^expression,20843944
c1qc,Mercuric Chloride,D008627,7487-94-7,C1QC,714,Danio rerio,7955,Mercuric Chloride affects the expression of C1QC mRNA,affects^expression,20353558
c1qc,methidathion,C005828,950-37-8,C1QC,714,Mus musculus,10090,methidathion results in increased expression of C1QC mRNA,increases^expression,34813904
c1qc,MM-589,C000621807,,C1QC,714,Mus musculus,10090,[IGF1 protein co-treated with MM-589 co-treated with A-83-01 co-treated with PTC-209] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,31023824
c1qc,"Nanotubes, Carbon",D037742,,C1QC,714,Mus musculus,10090,"Nanotubes, Carbon analog results in increased expression of C1QC mRNA",increases^expression,25554681
c1qc,"Nanotubes, Carbon",D037742,,C1QC,714,Mus musculus,10090,"Nanotubes, Carbon results in increased expression of C1QC mRNA",increases^expression,25554681
c1qc,Nickel,D009532,7440-02-0,C1QC,714,Homo sapiens,9606,Nickel results in increased expression of C1QC mRNA,increases^expression,24768652|25583101
c1qc,nickel sulfate,C029938,7786-81-4,C1QC,714,Homo sapiens,9606,nickel sulfate results in decreased expression of C1QC mRNA,decreases^expression,16780908
c1qc,nimesulide,C012655,51803-78-2,C1QC,714,Rattus norvegicus,10116,nimesulide results in decreased expression of C1QC mRNA,decreases^expression,24136188
c1qc,nonylphenol,C025256,25154-52-3,C1QC,714,Oncorhynchus mykiss,8022,nonylphenol results in decreased expression of C1QC mRNA,decreases^expression,22982499
c1qc,Omeprazole,D009853,73590-58-6,C1QC,714,Rattus norvegicus,10116,Omeprazole results in decreased expression of C1QC mRNA,decreases^expression,25626140
c1qc,Paclitaxel,D017239,,C1QC,714,Rattus norvegicus,10116,Paclitaxel results in increased expression of C1QC mRNA,increases^expression,18754875
c1qc,Palm Oil,D000073878,,C1QC,714,Mus musculus,10090,Palm Oil results in decreased expression of C1QC mRNA,decreases^expression,18042831
c1qc,Pantoprazole,D000077402,102625-70-7,C1QC,714,Rattus norvegicus,10116,Pantoprazole results in decreased expression of C1QC mRNA,decreases^expression,25626140
c1qc,Particulate Matter,D052638,,C1QC,714,Mus musculus,10090,Particulate Matter affects the expression of C1QC mRNA,affects^expression,32873817
c1qc,Particulate Matter,D052638,,C1QC,714,Mus musculus,10090,"[Particulate Matter co-treated with Antigens, Dermatophagoides] results in increased expression of C1QC mRNA",affects^cotreatment|increases^expression,34051097
c1qc,perfluorooctane sulfonic acid,C076994,1763-23-1,C1QC,714,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Cellulose] results in increased expression of C1QC mRNA,affects^cotreatment|increases^expression,36331819
c1qc,peroben,C008814,78371-63-8,C1QC,714,Homo sapiens,9606,peroben results in increased activity of [C1QA protein binds to C1QB protein binds to C1QC protein],affects^binding|increases^activity,157301
c1qc,Phenobarbital,D010634,50-06-6,C1QC,714,Mus musculus,10090,NR1I3 protein affects the reaction [Phenobarbital results in decreased expression of C1QC mRNA],affects^reaction|decreases^expression,19482888
c1qc,Phenobarbital,D010634,50-06-6,C1QC,714,Mus musculus,10090,Phenobarbital results in decreased expression of C1QC mRNA,decreases^expression,19482888
c1qc,PHY 906,C476037,,C1QC,714,Mus musculus,10090,[PHY 906 co-treated with Irinotecan] affects the expression of C1QC mRNA,affects^cotreatment|affects^expression,32812032
c1qc,pirinixic acid,C006253,50892-23-4,C1QC,714,Mus musculus,10090,pirinixic acid results in decreased expression of C1QC mRNA,decreases^expression,17426115
c1qc,polyhexamethyleneguanidine,C060540,31961-54-3,C1QC,714,Rattus norvegicus,10116,polyhexamethyleneguanidine results in increased expression of C1QC mRNA,increases^expression,27989595
c1qc,Pravastatin,D017035,81093-37-0,C1QC,714,Mus musculus,10090,Pravastatin results in decreased expression of C1QC mRNA,decreases^expression,27225895
c1qc,Pravastatin,D017035,81093-37-0,C1QC,714,Rattus norvegicus,10116,Pravastatin results in decreased expression of C1QC mRNA,decreases^expression,27225895
c1qc,Probucol,D011341,23288-49-5,C1QC,714,Mus musculus,10090,Probucol promotes the reaction [APOE gene mutant form results in increased expression of C1QC mRNA],increases^expression|increases^reaction,19394937
c1qc,Proton Pump Inhibitors,D054328,,C1QC,714,Rattus norvegicus,10116,Proton Pump Inhibitors results in decreased expression of C1QC mRNA,decreases^expression,25626140
c1qc,PTC-209,C586999,,C1QC,714,Mus musculus,10090,[IGF1 protein co-treated with MM-589 co-treated with A-83-01 co-treated with PTC-209] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,31023824
c1qc,pyrachlostrobin,C513428,,C1QC,714,Mus musculus,10090,pyrachlostrobin results in increased expression of C1QC mRNA,increases^expression,27029645
c1qc,Rabeprazole,D064750,,C1QC,714,Rattus norvegicus,10116,Rabeprazole results in decreased expression of C1QC mRNA,decreases^expression,25626140
c1qc,Resveratrol,D000077185,,C1QC,714,Rattus norvegicus,10116,[Resveratrol co-treated with Streptozocin] results in increased expression of C1QC mRNA,affects^cotreatment|increases^expression,25905778
c1qc,Resveratrol,D000077185,,C1QC,714,Rattus norvegicus,10116,Resveratrol results in increased expression of C1QC mRNA,increases^expression,25905778
c1qc,Silicon Dioxide,D012822,7631-86-9,C1QC,714,Mus musculus,10090,Silicon Dioxide results in decreased expression of C1QC mRNA,decreases^expression,23221170
c1qc,Silicon Dioxide,D012822,7631-86-9,C1QC,714,Mus musculus,10090,Silicon Dioxide results in increased expression of C1QC mRNA,increases^expression,29341224
c1qc,Sirolimus,D020123,53123-88-9,C1QC,714,Rattus norvegicus,10116,Sirolimus results in decreased expression of C1QC mRNA,decreases^expression,21865292
c1qc,sodium arsenate,C009277,,C1QC,714,Danio rerio,7955,sodium arsenate results in decreased expression of C1QC mRNA,decreases^expression,23922661
c1qc,Sodium Selenite,D018038,10102-18-8,C1QC,714,Mus musculus,10090,Sodium Selenite results in decreased expression of C1QC mRNA,decreases^expression,23274088
c1qc,Soman,D012999,96-64-0,C1QC,714,Rattus norvegicus,10116,Soman results in increased expression of C1QC mRNA,increases^expression,19281266
c1qc,Streptozocin,D013311,18883-66-4,C1QC,714,Rattus norvegicus,10116,[Resveratrol co-treated with Streptozocin] results in increased expression of C1QC mRNA,affects^cotreatment|increases^expression,25905778
c1qc,systhane,C446685,,C1QC,714,Rattus norvegicus,10116,systhane results in decreased expression of C1QC mRNA,decreases^expression,32268158
c1qc,Tacrolimus,D016559,109581-93-3,C1QC,714,Mus musculus,10090,Tacrolimus results in increased expression of C1QC mRNA,increases^expression,29362864
c1qc,Testosterone,D013739,58-22-0,C1QC,714,Mus musculus,10090,Testosterone deficiency results in increased expression of C1QC mRNA,increases^expression,33848595
c1qc,Testosterone,D013739,58-22-0,C1QC,714,Rattus norvegicus,10116,[estradiol 3-benzoate co-treated with [Testosterone co-treated with Estradiol]] results in increased expression of C1QC mRNA,affects^cotreatment|increases^expression,32741896
c1qc,tetrabromobisphenol A,C020806,79-94-7,C1QC,714,Homo sapiens,9606,tetrabromobisphenol A results in decreased expression of C1QC protein,decreases^expression,31675489
c1qc,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QC,714,Danio rerio,7955,Tetrachlorodibenzodioxin results in decreased expression of C1QC mRNA,decreases^expression,16443690|17884332
c1qc,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QC,714,Homo sapiens,9606,Tetrachlorodibenzodioxin results in increased expression of C1QC mRNA,increases^expression,20044593
c1qc,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QC,714,Mus musculus,10090,Tetrachlorodibenzodioxin affects the expression of C1QC mRNA,affects^expression,24680724|28922406
c1qc,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QC,714,Mus musculus,10090,Tetrachlorodibenzodioxin results in decreased expression of C1QC mRNA,decreases^expression,20044593
c1qc,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QC,714,Rattus norvegicus,10116,Tetrachlorodibenzodioxin results in increased expression of C1QC mRNA,increases^expression,21215274|32109520|34747641
c1qc,Tetradecanoylphorbol Acetate,D013755,16561-29-8,C1QC,714,Oryctolagus cuniculus,9986,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,25613284
c1qc,Thiabendazole,D013827,148-79-8,C1QC,714,Rattus norvegicus,10116,[azoxystrobin co-treated with 2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide co-treated with Chlorpyrifos co-treated with glyphosate co-treated with imidacloprid co-treated with Thiabendazole] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,33854195
c1qc,titanium dioxide,C009495,13463-67-7,C1QC,714,Mus musculus,10090,titanium dioxide results in increased expression of C1QC mRNA,increases^expression,23557971
c1qc,Tobacco Smoke Pollution,D014028,,C1QC,714,Mus musculus,10090,[APOE gene mutant form affects the susceptibility to Tobacco Smoke Pollution] which results in increased expression of C1QC mRNA,affects^response to substance|increases^expression,24096154
c1qc,Tobacco Smoke Pollution,D014028,,C1QC,714,Mus musculus,10090,Tobacco Smoke Pollution affects the expression of C1QC mRNA,affects^expression,20133372
c1qc,Tobacco Smoke Pollution,D014028,,C1QC,714,Mus musculus,10090,Tobacco Smoke Pollution results in decreased expression of C1QC mRNA,decreases^expression,18087596
c1qc,"Toxins, Biological",D014118,,C1QC,714,Mus musculus,10090,"Toxins, Biological affects the expression of C1QC mRNA",affects^expression,19682533
c1qc,trimellitic anhydride,C015559,552-30-7,C1QC,714,Mus musculus,10090,trimellitic anhydride results in increased expression of C1QC mRNA,increases^expression,16141432
c1qc,Trinitrobenzenesulfonic Acid,D014302,2508-19-2,C1QC,714,Mus musculus,10090,Trinitrobenzenesulfonic Acid results in increased expression of C1QC mRNA,increases^expression,17982090
c1qc,triphenyl phosphate,C005445,115-86-6,C1QC,714,Rattus norvegicus,10116,triphenyl phosphate results in decreased expression of C1QC mRNA,decreases^expression,30589522
c1qc,Troglitazone,D000077288,97322-87-7,C1QC,714,Mus musculus,10090,Troglitazone results in increased expression of C1QC mRNA,increases^expression,28973697
c1qc,Valproic Acid,D014635,99-66-1,C1QC,714,Homo sapiens,9606,Valproic Acid results in increased methylation of C1QC gene,increases^methylation,29154799
c1qc,Vehicle Emissions,D001335,,C1QC,714,Mus musculus,10090,Vehicle Emissions results in increased methylation of C1QC gene,increases^methylation,25560391
c1qc,Vehicle Emissions,D001335,,C1QC,714,Rattus norvegicus,10116,Vehicle Emissions results in decreased expression of C1QC mRNA,decreases^expression,19165385
c1qc,vinclozolin,C025643,50471-44-8,C1QC,714,Rattus norvegicus,10116,vinclozolin results in increased expression of C1QC mRNA,increases^expression,23034163
c1qc,vinylidene chloride,C029297,75-35-4,C1QC,714,Mus musculus,10090,vinylidene chloride results in increased expression of C1QC mRNA,increases^expression,26682919
c1qc,Zinc,D015032,7440-66-6,C1QC,714,Homo sapiens,9606,C1QC protein binds to Zinc,affects^binding,23896426
cacna1g,1-Methyl-3-isobutylxanthine,D015056,28822-58-4,CACNA1G,8913,Rattus norvegicus,10116,Mibefradil inhibits the reaction [[Colforsin co-treated with 1-Methyl-3-isobutylxanthine] results in increased activity of CACNA1G protein],affects^cotreatment|decreases^reaction|increases^activity,17110049
cacna1g,1-Methyl-3-isobutylxanthine,D015056,28822-58-4,CACNA1G,8913,Rattus norvegicus,10116,Nickel inhibits the reaction [[Colforsin co-treated with 1-Methyl-3-isobutylxanthine] results in increased activity of CACNA1G protein],affects^cotreatment|decreases^reaction|increases^activity,17110049
cacna1g,2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,C548651,,CACNA1G,8913,Mus musculus,10090,2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester results in decreased expression of CACNA1G mRNA,decreases^expression,19933214
cacna1g,"2,2',4,4'-tetrabromodiphenyl ether",C511295,,CACNA1G,8913,Homo sapiens,9606,"2,2',4,4'-tetrabromodiphenyl ether analog results in decreased expression of CACNA1G mRNA",decreases^expression,19095052
cacna1g,"2,2',4,4'-tetrabromodiphenyl ether",C511295,,CACNA1G,8913,Mus musculus,10090,"2,2',4,4'-tetrabromodiphenyl ether results in increased expression of CACNA1G mRNA",increases^expression,29112739
cacna1g,"2,2',4,4'-tetrabromodiphenyl ether",C511295,,CACNA1G,8913,Mus musculus,10090,"ESR1 gene mutant form inhibits the reaction [2,2',4,4'-tetrabromodiphenyl ether results in increased expression of CACNA1G mRNA]",decreases^reaction|increases^expression,29112739
cacna1g,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,,CACNA1G,8913,Rattus norvegicus,10116,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [Telmisartan results in decreased expression of CACNA1G mRNA],decreases^expression|decreases^reaction,19292980
cacna1g,"3,4,5,3',4'-pentachlorobiphenyl",C023035,57465-28-8,CACNA1G,8913,Danio rerio,7955,"3,4,5,3',4'-pentachlorobiphenyl results in increased expression of CACNA1G mRNA",increases^expression,28973690
cacna1g,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,CACNA1G,8913,Homo sapiens,9606,"[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of CACNA1G mRNA",affects^cotreatment|increases^expression,27188386
cacna1g,abrine,C496492,,CACNA1G,8913,Homo sapiens,9606,abrine results in decreased expression of CACNA1G mRNA,decreases^expression,31054353
cacna1g,Acetaminophen,D000082,103-90-2,CACNA1G,8913,Rattus norvegicus,10116,[bisphenol A co-treated with enzacamene co-treated with octylmethoxycinnamate co-treated with butylparaben co-treated with Androgen Antagonists co-treated with Acetaminophen] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,25607892
cacna1g,Acetylcysteine,D000111,616-91-1,CACNA1G,8913,Rattus norvegicus,10116,[indole-3-carbinol co-treated with Diethylnitrosamine co-treated with Acetylcysteine] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,22129741
cacna1g,Acrylamide,D020106,79-06-1,CACNA1G,8913,Rattus norvegicus,10116,Acrylamide results in decreased expression of CACNA1G mRNA,decreases^expression,28959563
cacna1g,Aflatoxin B1,D016604,1162-65-8,CACNA1G,8913,Homo sapiens,9606,Aflatoxin B1 results in increased methylation of CACNA1G exon,increases^methylation,30157460
cacna1g,aflatoxin B2,C029753,22040-96-6,CACNA1G,8913,Homo sapiens,9606,aflatoxin B2 results in increased methylation of CACNA1G exon,increases^methylation,30157460
cacna1g,Air Pollutants,D000393,,CACNA1G,8913,Mus musculus,10090,[Air Pollutants results in increased abundance of [Ozone co-treated with Soot]] which results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression|increases^abundance,34911549
cacna1g,Air Pollutants,D000393,,CACNA1G,8913,Mus musculus,10090,[Air Pollutants results in increased abundance of Particulate Matter] which results in increased expression of CACNA1G mRNA,increases^abundance|increases^expression,32579111
cacna1g,Allethrins,D000487,,CACNA1G,8913,Rattus norvegicus,10116,Allethrins inhibits the reaction [CACNA1G protein results in increased transport of Calcium],decreases^reaction|increases^transport,14634047
cacna1g,Aluminum,D000535,7429-90-5,CACNA1G,8913,,,[APP protein modified form binds to Aluminum] which results in increased expression of CACNA1G mRNA,affects^binding|increases^expression,21298039
cacna1g,Ammonium Chloride,D000643,12125-02-9,CACNA1G,8913,Rattus norvegicus,10116,Ammonium Chloride affects the expression of CACNA1G mRNA,affects^expression,16483693
cacna1g,Androgen Antagonists,D000726,,CACNA1G,8913,Rattus norvegicus,10116,[bisphenol A co-treated with enzacamene co-treated with octylmethoxycinnamate co-treated with butylparaben co-treated with Androgen Antagonists co-treated with Acetaminophen] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,25607892
cacna1g,Antirheumatic Agents,D018501,,CACNA1G,8913,Homo sapiens,9606,Antirheumatic Agents results in increased expression of CACNA1G mRNA,increases^expression,24449571
cacna1g,aristolochic acid I,C000228,313-67-7,CACNA1G,8913,Homo sapiens,9606,aristolochic acid I results in increased expression of CACNA1G mRNA,increases^expression,33212167
cacna1g,Arsenic,D001151,7440-38-2,CACNA1G,8913,Homo sapiens,9606,Arsenic affects the methylation of CACNA1G gene,affects^methylation,25304211
cacna1g,Atrazine,D001280,1912-24-9,CACNA1G,8913,Danio rerio,7955,Atrazine results in decreased expression of CACNA1G mRNA,decreases^expression,25929836
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,CACNA1G mRNA alternative form results in increased transport of Barium,increases^transport,11179973
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,CACNA1G protein results in increased transport of Barium,increases^transport,12163980
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,Cerium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,Erbium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,Gadolinium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,Holmium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,Lanthanum inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,Neodymium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,Scandium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,Ytterbium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Barium,D001464,7440-39-3,CACNA1G,8913,Homo sapiens,9606,Yttrium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Benzo(a)pyrene,D001564,50-32-8,CACNA1G,8913,Boreogadus saida,44932,[Benzo(a)pyrene co-treated with Ethinyl Estradiol] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,34015484
cacna1g,Benzo(a)pyrene,D001564,50-32-8,CACNA1G,8913,Homo sapiens,9606,Benzo(a)pyrene results in increased methylation of CACNA1G promoter,increases^methylation,27901495
cacna1g,benzo(e)pyrene,C026487,192-97-2,CACNA1G,8913,Homo sapiens,9606,benzo(e)pyrene results in increased methylation of CACNA1G intron,increases^methylation,30157460
cacna1g,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,CACNA1G,8913,Homo sapiens,9606,bis(4-hydroxyphenyl)sulfone results in decreased methylation of CACNA1G gene,decreases^methylation,31601247
cacna1g,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,CACNA1G,8913,Mus musculus,10090,bis(4-hydroxyphenyl)sulfone affects the methylation of CACNA1G exon,affects^methylation,33297965
cacna1g,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,CACNA1G,8913,Mus musculus,10090,bis(4-hydroxyphenyl)sulfone affects the methylation of CACNA1G gene,affects^methylation,31683443
cacna1g,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,CACNA1G,8913,Mus musculus,10090,bis(4-hydroxyphenyl)sulfone affects the methylation of CACNA1G promoter,affects^methylation,33297965
cacna1g,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,CACNA1G,8913,Mus musculus,10090,bis(4-hydroxyphenyl)sulfone results in decreased expression of CACNA1G mRNA,decreases^expression,30951980
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Danio rerio,7955,bisphenol A affects the methylation of CACNA1G intron,affects^methylation,30906313
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Homo sapiens,9606,[bisphenol A co-treated with Fulvestrant] results in increased methylation of CACNA1G gene,affects^cotreatment|increases^methylation,31601247
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Homo sapiens,9606,bisphenol A results in decreased expression of CACNA1G mRNA,decreases^expression,25047013|27685785
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Mus musculus,10090,bisphenol A results in decreased expression of CACNA1G mRNA,decreases^expression,30951980
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Mus musculus,10090,bisphenol A results in increased expression of CACNA1G mRNA,increases^expression,25958630|32156529|32370801
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Mus musculus,10090,ESR1 protein affects the reaction [bisphenol A results in increased expression of CACNA1G mRNA],affects^reaction|increases^expression,25958630
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Mus musculus,10090,ESR2 protein affects the reaction [bisphenol A results in increased expression of CACNA1G mRNA],affects^reaction|increases^expression,25958630
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Rattus norvegicus,10116,[bisphenol A co-treated with enzacamene co-treated with octylmethoxycinnamate co-treated with butylparaben co-treated with Androgen Antagonists co-treated with Acetaminophen] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,25607892
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Rattus norvegicus,10116,[bisphenol A co-treated with enzacamene co-treated with octylmethoxycinnamate co-treated with butylparaben] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,25607892
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,Rattus norvegicus,10116,bisphenol A results in decreased expression of CACNA1G mRNA,decreases^expression,25181051|30816183
cacna1g,bisphenol A,C006780,80-05-7,CACNA1G,8913,,,bisphenol A inhibits the reaction [CACNA1G protein results in increased transport of Calcium],decreases^reaction|increases^transport,24170242
cacna1g,bisphenol F,C000611646,,CACNA1G,8913,Mus musculus,10090,bisphenol F results in decreased expression of CACNA1G mRNA,decreases^expression,30951980
cacna1g,butylparaben,C038091,94-26-8,CACNA1G,8913,Rattus norvegicus,10116,[bisphenol A co-treated with enzacamene co-treated with octylmethoxycinnamate co-treated with butylparaben co-treated with Androgen Antagonists co-treated with Acetaminophen] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,25607892
cacna1g,butylparaben,C038091,94-26-8,CACNA1G,8913,Rattus norvegicus,10116,[bisphenol A co-treated with enzacamene co-treated with octylmethoxycinnamate co-treated with butylparaben] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,25607892
cacna1g,Cadmium Chloride,D019256,10108-64-2,CACNA1G,8913,Mus musculus,10090,CACNA1G affects the susceptibility to Cadmium Chloride,affects^response to substance,16282520
cacna1g,Calcium,D002118,7440-70-2,CACNA1G,8913,Mus musculus,10090,CACNA1G protein results in increased transport of Calcium,increases^transport,10734232
cacna1g,Calcium,D002118,7440-70-2,CACNA1G,8913,Mus musculus,10090,CACNG2 protein affects the reaction [CACNA1G protein results in increased transport of Calcium],affects^reaction|increases^transport,10734232
cacna1g,Calcium,D002118,7440-70-2,CACNA1G,8913,Mus musculus,10090,CACNG4 protein affects the reaction [CACNA1G protein results in increased transport of Calcium],affects^reaction|increases^transport,10734232
cacna1g,Calcium,D002118,7440-70-2,CACNA1G,8913,Mus musculus,10090,CACNG5 protein affects the reaction [CACNA1G protein results in increased transport of Calcium],affects^reaction|increases^transport,10734232
